analysis,delta_intervention_driver_locking_plv,delta_intervention_mean_R1,frequency_hz,replicate,scan_value
delay_scan,,-0.023571098457341982,20.8,1,0.25
delay_scan,,-0.05488150396876332,20.8,2,0.25
delay_scan,,-0.0361674642314668,20.8,3,0.25
delay_scan,,-0.05906121566851355,20.8,4,0.25
delay_scan,,0.021771962831281355,20.8,5,0.25
delay_scan,,-0.029708635356833407,20.8,6,0.25
delay_scan,,0.0033601778927592474,20.8,7,0.25
delay_scan,,0.06368533069343496,20.8,8,0.25
delay_scan,,-0.01969526202785407,20.8,9,0.25
delay_scan,,0.008388481155433641,20.8,10,0.25
delay_scan,,-0.008705605431414132,20.8,11,0.25
delay_scan,,-0.02440996930343592,20.8,12,0.25
delay_scan,,-0.04358982655635796,20.8,13,0.25
delay_scan,,0.003453717730445921,20.8,14,0.25
delay_scan,,-0.08018309569989002,20.8,15,0.25
delay_scan,,0.03599020487655569,20.8,16,0.25
delay_scan,,-0.03219499243132143,20.8,17,0.25
delay_scan,,-0.04142914982906676,20.8,18,0.25
delay_scan,,-0.028033192080850255,20.8,19,0.25
delay_scan,,-0.0038376304009297424,20.8,20,0.25
delay_scan,,-0.031510875143744094,20.8,21,0.25
delay_scan,,-0.02570262060168707,20.8,22,0.25
delay_scan,,-0.00206433851927601,20.8,23,0.25
delay_scan,,0.06715804256551072,27.3,0,0.25
delay_scan,,0.009702110294081162,27.3,1,0.25
delay_scan,,0.029714585378370018,27.3,2,0.25
delay_scan,,0.06599168847233891,27.3,3,0.25
delay_scan,,0.01379815929385822,27.3,4,0.25
delay_scan,,0.10087927026568178,27.3,5,0.25
delay_scan,,0.05275137901545657,27.3,6,0.25
delay_scan,,0.010924553834734507,27.3,7,0.25
delay_scan,,-0.008823993665136032,27.3,8,0.25
delay_scan,,0.02883755846050423,27.3,9,0.25
delay_scan,,0.003997869052148217,27.3,10,0.25
delay_scan,,0.03243078291387108,27.3,11,0.25
delay_scan,,0.006421106827378398,27.3,12,0.25
delay_scan,,0.03596772480607405,27.3,13,0.25
delay_scan,,0.04329378968202327,27.3,14,0.25
delay_scan,,0.04153846455761018,27.3,15,0.25
delay_scan,,0.03282348612345426,27.3,16,0.25
delay_scan,,0.009356520593562873,27.3,17,0.25
delay_scan,,0.04620191771230203,27.3,18,0.25
delay_scan,,0.043702681410406424,27.3,19,0.25
delay_scan,,0.0346935160792505,27.3,20,0.25
delay_scan,,0.03129727363692447,27.3,21,0.25
delay_scan,,0.0117862951498061,27.3,22,0.25
delay_scan,,0.04188816920296404,27.3,23,0.25
delay_scan,,-0.03658792348176347,33.8,0,0.25
delay_scan,,-0.03683606720125111,33.8,1,0.25
delay_scan,,-0.04350158511205164,33.8,2,0.25
delay_scan,,-0.04596036511873283,33.8,3,0.25
delay_scan,,-0.04740278819535361,33.8,4,0.25
delay_scan,,-0.02193614692037997,33.8,5,0.25
delay_scan,,-0.012459505015278385,33.8,6,0.25
delay_scan,,-0.04273326682524638,33.8,7,0.25
delay_scan,,-0.07484781447652937,33.8,8,0.25
delay_scan,,-0.016399190323055174,33.8,9,0.25
delay_scan,,-0.04859599323023735,33.8,10,0.25
delay_scan,,-0.040006027528618676,33.8,11,0.25
delay_scan,,-0.027973107431113475,33.8,12,0.25
delay_scan,,-0.033850339275496424,33.8,13,0.25
delay_scan,,-0.03356180084686279,33.8,14,0.25
delay_scan,,-0.06303832220803106,33.8,15,0.25
delay_scan,,-0.08038227724313342,33.8,16,0.25
delay_scan,,-0.030499451915404194,33.8,17,0.25
delay_scan,,-0.05019108588369017,33.8,18,0.25
delay_scan,,-0.03706761200815041,33.8,19,0.25
delay_scan,,-0.07016186890767057,33.8,20,0.25
delay_scan,,-0.042566032208650545,33.8,21,0.25
delay_scan,,-0.06305461657258177,33.8,22,0.25
delay_scan,,-0.06890187028581396,33.8,23,0.25
delay_scan,,0.09626999708625913,7.83,0,0.375
delay_scan,,0.16955144693077837,7.83,1,0.375
delay_scan,,0.12352062572353745,7.83,2,0.375
delay_scan,,0.13156166734980024,7.83,3,0.375
delay_scan,,0.059439217876498,7.83,4,0.375
delay_scan,,0.06316197680406185,7.83,5,0.375
delay_scan,,0.06815465679313099,7.83,6,0.375
delay_scan,,0.17656847716736793,7.83,7,0.375
delay_scan,,0.15071915566865327,7.83,8,0.375
delay_scan,,0.060062604848884454,7.83,9,0.375
delay_scan,,0.13356173998944765,7.83,10,0.375
delay_scan,,0.2156984134934336,7.83,11,0.375
delay_scan,,0.07759523778033167,7.83,12,0.375
delay_scan,,0.24471382991743926,7.83,13,0.375
delay_scan,,0.089517606396155,7.83,14,0.375
delay_scan,,0.1665831950022361,7.83,15,0.375
delay_scan,,0.09138546252622395,7.83,16,0.375
delay_scan,,0.0504359026882128,7.83,17,0.375
delay_scan,,0.06177286372544369,7.83,18,0.375
delay_scan,,0.056885093003250786,7.83,19,0.375
delay_scan,,0.15266455982503607,7.83,20,0.375
delay_scan,,0.08061715254302798,7.83,21,0.375
delay_scan,,0.20961409207704235,7.83,22,0.375
delay_scan,,0.15684894662297139,7.83,23,0.375
delay_scan,,0.10260918896090418,10.0,0,0.375
delay_scan,,0.08945710524324055,10.0,1,0.375
delay_scan,,0.14912910033606394,10.0,2,0.375
delay_scan,,0.12232328970575229,10.0,3,0.375
delay_scan,,0.10186093262974039,10.0,4,0.375
delay_scan,,0.152577825310283,10.0,5,0.375
delay_scan,,0.17124539201438552,10.0,6,0.375
delay_scan,,0.056910655216509176,10.0,7,0.375
delay_scan,,0.05940122093366487,10.0,8,0.375
delay_scan,,0.12424079420934711,10.0,9,0.375
delay_scan,,0.2359730335875242,10.0,10,0.375
delay_scan,,0.07930628756577471,10.0,11,0.375
delay_scan,,0.09148938826795233,10.0,12,0.375
delay_scan,,0.10634704012278048,10.0,13,0.375
delay_scan,,0.13105222883919593,10.0,14,0.375
delay_scan,,0.10373764785063164,10.0,15,0.375
delay_scan,,0.06269119311059135,10.0,16,0.375
delay_scan,,0.15070668403831305,10.0,17,0.375
delay_scan,,0.04499387922161155,10.0,18,0.375
delay_scan,,0.056690679762069374,10.0,19,0.375
delay_scan,,0.11309068768001532,10.0,20,0.375
delay_scan,,0.10647853648196753,10.0,21,0.375
delay_scan,,0.09548893052630697,10.0,22,0.375
delay_scan,,0.11862602698334046,10.0,23,0.375
delay_scan,,0.12660781088867207,14.3,0,0.375
delay_scan,,0.06860953686240906,14.3,1,0.375
delay_scan,,0.09069517402727867,14.3,2,0.375
delay_scan,,0.07909459404036434,14.3,3,0.375
delay_scan,,0.04458535225085358,14.3,4,0.375
delay_scan,,0.06432454263116552,14.3,5,0.375
delay_scan,,0.05617872751529762,14.3,6,0.375
delay_scan,,0.0632146691461205,14.3,7,0.375
delay_scan,,0.1124892285560796,14.3,8,0.375
delay_scan,,0.058981347119485855,14.3,9,0.375
delay_scan,,0.15407767456197197,14.3,10,0.375
delay_scan,,0.10953506138461852,14.3,11,0.375
delay_scan,,0.08602316537863161,14.3,12,0.375
delay_scan,,0.1271596806886655,14.3,13,0.375
delay_scan,,0.0497942501538545,14.3,14,0.375
delay_scan,,0.0747697890115065,14.3,15,0.375
delay_scan,,0.0816385615243917,14.3,16,0.375
delay_scan,,0.05074352168280841,14.3,17,0.375
delay_scan,,0.11231274974100888,14.3,18,0.375
delay_scan,,0.06933404650838182,14.3,19,0.375
delay_scan,,0.0724470782476346,14.3,20,0.375
delay_scan,,0.07795355896897871,14.3,21,0.375
delay_scan,,0.15170602850509032,14.3,22,0.375
delay_scan,,0.19001388484718038,14.3,23,0.375
delay_scan,,0.11310854439867152,20.8,0,0.375
delay_scan,,0.11221631282104677,20.8,1,0.375
delay_scan,,0.16342375473099705,20.8,2,0.375
delay_scan,,0.14734924895039309,20.8,3,0.375
delay_scan,,0.0806230753578312,20.8,4,0.375
delay_scan,,0.10410140089714723,20.8,5,0.375
delay_scan,,0.07077412124438343,20.8,6,0.375
delay_scan,,0.11414960795019008,20.8,7,0.375
delay_scan,,0.16227028295648185,20.8,8,0.375
delay_scan,,0.14050769673982383,20.8,9,0.375
delay_scan,,0.0945441970370052,20.8,10,0.375
delay_scan,,0.0664042109163942,20.8,11,0.375
delay_scan,,0.23966299614700978,20.8,12,0.375
delay_scan,,0.09687750795720287,20.8,13,0.375
delay_scan,,0.17617402688388217,20.8,14,0.375
delay_scan,,0.16284763985142803,20.8,15,0.375
delay_scan,,0.10606470544848487,20.8,16,0.375
delay_scan,,0.09072492027192094,20.8,17,0.375
delay_scan,,0.11266010562440767,20.8,18,0.375
delay_scan,,0.12210688695886698,20.8,19,0.375
delay_scan,,0.08870048615908849,20.8,20,0.375
delay_scan,,0.2045570049637249,20.8,21,0.375
delay_scan,,0.11716861511921314,20.8,22,0.375
delay_scan,,0.13431037682211328,20.8,23,0.375
delay_scan,,0.20022207435115807,27.3,0,0.375
delay_scan,,0.11067575833342547,27.3,1,0.375
delay_scan,,0.12430716804132808,27.3,2,0.375
delay_scan,,0.19768743086158802,27.3,3,0.375
delay_scan,,0.04244732708374896,27.3,4,0.375
delay_scan,,0.24999661372673115,27.3,5,0.375
delay_scan,,0.10956595084632342,27.3,6,0.375
delay_scan,,0.07305044235144234,27.3,7,0.375
delay_scan,,0.1990275818658637,27.3,8,0.375
delay_scan,,0.06708671794337454,27.3,9,0.375
delay_scan,,0.1473166110805785,27.3,10,0.375
delay_scan,,0.08103191049713296,27.3,11,0.375
delay_scan,,0.07218939768073368,27.3,12,0.375
delay_scan,,0.15830057210924106,27.3,13,0.375
delay_scan,,0.14595774977835008,27.3,14,0.375
delay_scan,,0.08053982162035317,27.3,15,0.375
delay_scan,,0.14044068556308448,27.3,16,0.375
delay_scan,,0.06401374427344197,27.3,17,0.375
delay_scan,,0.06351998994645258,27.3,18,0.375
delay_scan,,0.10904819205388963,27.3,19,0.375
delay_scan,,0.07488992697165725,27.3,20,0.375
delay_scan,,0.11657449641479062,27.3,21,0.375
delay_scan,,0.04502292526466713,27.3,22,0.375
delay_scan,,0.07619077795005016,27.3,23,0.375
delay_scan,,0.12429357806067826,33.8,0,0.375
delay_scan,,0.04849277865294194,33.8,1,0.375
delay_scan,,0.09024508784032276,33.8,2,0.375
delay_scan,,0.06763224017834668,33.8,3,0.375
delay_scan,,0.08234858800726524,33.8,4,0.375
delay_scan,,0.053586199065427054,33.8,5,0.375
delay_scan,,0.05214485598926333,33.8,6,0.375
delay_scan,,0.03651722480548411,33.8,7,0.375
delay_scan,,0.07740592736373994,33.8,8,0.375
delay_scan,,0.05702866795085337,33.8,9,0.375
delay_scan,,0.06790277574390446,33.8,10,0.375
delay_scan,,0.031020335063485033,33.8,11,0.375
delay_scan,,0.0492373292685212,33.8,12,0.375
delay_scan,,0.08674693784639328,33.8,13,0.375
delay_scan,,0.07355990418989339,33.8,14,0.375
delay_scan,,0.03132558164549884,33.8,15,0.375
delay_scan,,0.022931020344219122,33.8,16,0.375
delay_scan,,0.08092645147119232,33.8,17,0.375
delay_scan,,0.06081443826297028,33.8,18,0.375
delay_scan,,0.09976875415293629,33.8,19,0.375
delay_scan,,0.06686976181770318,33.8,20,0.375
delay_scan,,0.05159602740564179,33.8,21,0.375
delay_scan,,0.09470426336098081,33.8,22,0.375
delay_scan,,0.05686243905954608,33.8,23,0.375
delay_scan,,0.08020042146725057,7.83,0,0.5
delay_scan,,0.19994248388551542,7.83,1,0.5
delay_scan,,0.17404181532533963,7.83,2,0.5
delay_scan,,0.14173452767499362,7.83,3,0.5
delay_scan,,0.08330158113935421,7.83,4,0.5
delay_scan,,0.1131029205616714,7.83,5,0.5
delay_scan,,0.10188330454030003,7.83,6,0.5
delay_scan,,0.14726022290295412,7.83,7,0.5
delay_scan,,0.1780467858962829,7.83,8,0.5
delay_scan,,0.07641569249820554,7.83,9,0.5
delay_scan,,0.13282316973057273,7.83,10,0.5
delay_scan,,0.1942634011908499,7.83,11,0.5
delay_scan,,0.13571100327923105,7.83,12,0.5
delay_scan,,0.27682207062561215,7.83,13,0.5
delay_scan,,0.05259290458189261,7.83,14,0.5
delay_scan,,0.20959207592924486,7.83,15,0.5
delay_scan,,0.16597023387271712,7.83,16,0.5
delay_scan,,0.0887205459642306,7.83,17,0.5
delay_scan,,0.12817931886737405,7.83,18,0.5
delay_scan,,0.09532868498096195,7.83,19,0.5
delay_scan,,0.22007971963311662,7.83,20,0.5
delay_scan,,0.07263088842177762,7.83,21,0.5
delay_scan,,0.21246997642560334,7.83,22,0.5
delay_scan,,0.12722292733446855,7.83,23,0.5
delay_scan,,0.19196779357652058,10.0,0,0.5
delay_scan,,0.1385583486790696,10.0,1,0.5
delay_scan,,0.166260788486825,10.0,2,0.5
delay_scan,,0.08998064811436657,10.0,3,0.5
delay_scan,,0.14813849578851054,10.0,4,0.5
delay_scan,,0.13238264529720015,10.0,5,0.5
delay_scan,,0.18235871872570011,10.0,6,0.5
delay_scan,,0.12081433988830387,10.0,7,0.5
delay_scan,,0.07602181534977148,10.0,8,0.5
delay_scan,,0.19142863331790602,10.0,9,0.5
delay_scan,,0.2606132087222395,10.0,10,0.5
delay_scan,,0.10060596876458958,10.0,11,0.5
delay_scan,,0.09037572966369994,10.0,12,0.5
delay_scan,,0.16983921643433994,10.0,13,0.5
delay_scan,,0.10065614713541021,10.0,14,0.5
delay_scan,,0.10857014282150887,10.0,15,0.5
delay_scan,,0.10420043198941753,10.0,16,0.5
delay_scan,,0.14897858369220945,10.0,17,0.5
delay_scan,,0.09591408781461386,10.0,18,0.5
delay_scan,,0.11482928537732709,10.0,19,0.5
delay_scan,,0.10730133361088975,10.0,20,0.5
delay_scan,,0.11183846504532269,10.0,21,0.5
delay_scan,,0.12953476576209855,10.0,22,0.5
delay_scan,,0.13377209166997087,10.0,23,0.5
delay_scan,,0.16419376598714935,14.3,0,0.5
delay_scan,,0.12829434574444115,14.3,1,0.5
delay_scan,,0.07948957980304086,14.3,2,0.5
delay_scan,,0.08073040562423825,14.3,3,0.5
delay_scan,,0.12309165248139167,14.3,4,0.5
delay_scan,,0.10787865768497523,14.3,5,0.5
delay_scan,,0.08529672329832277,14.3,6,0.5
delay_scan,,0.09237596101723455,14.3,7,0.5
delay_scan,,0.09251172926794846,14.3,8,0.5
delay_scan,,0.14208153909422053,14.3,9,0.5
delay_scan,,0.1986086801588544,14.3,10,0.5
delay_scan,,0.12847532250787289,14.3,11,0.5
delay_scan,,0.10082519284485955,14.3,12,0.5
delay_scan,,0.2183213199113196,14.3,13,0.5
delay_scan,,0.10439523675821025,14.3,14,0.5
delay_scan,,0.08580431605231026,14.3,15,0.5
delay_scan,,0.07455935744950346,14.3,16,0.5
delay_scan,,0.1489076189206237,14.3,17,0.5
delay_scan,,0.08637422169094386,14.3,18,0.5
delay_scan,,0.08308772455016633,14.3,19,0.5
delay_scan,,0.17154694113548555,14.3,20,0.5
delay_scan,,0.07571743251873145,14.3,21,0.5
delay_scan,,0.16900591433739934,14.3,22,0.5
delay_scan,,0.21500274827082475,14.3,23,0.5
delay_scan,,0.1267108475798019,20.8,0,0.5
delay_scan,,0.13280846402526814,20.8,1,0.5
delay_scan,,0.16335021623209464,20.8,2,0.5
delay_scan,,0.1275706834170649,20.8,3,0.5
delay_scan,,0.07491055581476846,20.8,4,0.5
delay_scan,,0.10675212568870066,20.8,5,0.5
delay_scan,,0.11604179736169168,20.8,6,0.5
delay_scan,,0.16119134550186626,20.8,7,0.5
delay_scan,,0.08891745502156492,20.8,8,0.5
delay_scan,,0.15718096317517993,20.8,9,0.5
delay_scan,,0.1582045787195658,20.8,10,0.5
delay_scan,,0.06842788055925358,20.8,11,0.5
delay_scan,,0.257817097597417,20.8,12,0.5
delay_scan,,0.11597893012825897,20.8,13,0.5
delay_scan,,0.1798826292572478,20.8,14,0.5
delay_scan,,0.16589371757519134,20.8,15,0.5
delay_scan,,0.09777569661271576,20.8,16,0.5
delay_scan,,0.11620644975518454,20.8,17,0.5
delay_scan,,0.07098274855751355,20.8,18,0.5
delay_scan,,0.11005986353652522,20.8,19,0.5
delay_scan,,0.07820774511101156,20.8,20,0.5
delay_scan,,0.19331805190020732,20.8,21,0.5
delay_scan,,0.12269589498009129,20.8,22,0.5
delay_scan,,0.23337866392159196,20.8,23,0.5
delay_scan,,0.22607689424407174,27.3,0,0.5
delay_scan,,0.10534069182433192,27.3,1,0.5
delay_scan,,0.12576549650571522,27.3,2,0.5
delay_scan,,0.1525887705323763,27.3,3,0.5
delay_scan,,0.0453201674344926,27.3,4,0.5
delay_scan,,0.20210970199819522,27.3,5,0.5
delay_scan,,0.11429948445031335,27.3,6,0.5
delay_scan,,0.08205106317736821,27.3,7,0.5
delay_scan,,0.21642812585282087,27.3,8,0.5
delay_scan,,0.06619679742443865,27.3,9,0.5
delay_scan,,0.1791761621969776,27.3,10,0.5
delay_scan,,0.07788937908567622,27.3,11,0.5
delay_scan,,0.1896358917783745,27.3,12,0.5
delay_scan,,0.23128673329554925,27.3,13,0.5
delay_scan,,0.10395862744745721,27.3,14,0.5
delay_scan,,0.06473617763640044,27.3,15,0.5
delay_scan,,0.16508311498407413,27.3,16,0.5
delay_scan,,0.0758150614989655,27.3,17,0.5
delay_scan,,0.07567051515375453,27.3,18,0.5
delay_scan,,0.1457415816463308,27.3,19,0.5
delay_scan,,0.14189796594050827,27.3,20,0.5
delay_scan,,0.1371933876215543,27.3,21,0.5
delay_scan,,0.0747731692643936,27.3,22,0.5
delay_scan,,0.1442013314222488,27.3,23,0.5
delay_scan,,0.1992609167122823,33.8,0,0.5
delay_scan,,0.10984209772792183,33.8,1,0.5
delay_scan,,0.10774853825519207,33.8,2,0.5
delay_scan,,0.11119279473967289,33.8,3,0.5
delay_scan,,0.06134925165751126,33.8,4,0.5
delay_scan,,0.07782508852534983,33.8,5,0.5
delay_scan,,0.05839664863895827,33.8,6,0.5
delay_scan,,0.11993318391937266,33.8,7,0.5
delay_scan,,0.19359087137720646,33.8,8,0.5
delay_scan,,0.054142442104491345,33.8,9,0.5
delay_scan,,0.10781188226318095,33.8,10,0.5
delay_scan,,0.059612871607943596,33.8,11,0.5
delay_scan,,0.09470063186743288,33.8,12,0.5
delay_scan,,0.12219331640282305,33.8,13,0.5
delay_scan,,0.1534950561031358,33.8,14,0.5
delay_scan,,0.1595465865684432,33.8,15,0.5
delay_scan,,0.11910084513859234,33.8,16,0.5
delay_scan,,0.17767576447067474,33.8,17,0.5
delay_scan,,0.08953187602693238,33.8,18,0.5
delay_scan,,0.19772735039922823,33.8,19,0.5
delay_scan,,0.14536973966059463,33.8,20,0.5
delay_scan,,0.11435708435939215,33.8,21,0.5
delay_scan,,0.15924899401645104,33.8,22,0.5
delay_scan,,0.15974705917892879,33.8,23,0.5
jitter_scan,-0.15464735259769347,,7.83,0,0.0
jitter_scan,-0.23757320541794846,,7.83,1,0.0
jitter_scan,-0.29635352306570084,,7.83,2,0.0
jitter_scan,-0.12265090276907023,,7.83,3,0.0
jitter_scan,-0.13349996012010762,,7.83,4,0.0
jitter_scan,-0.21371073317267802,,7.83,5,0.0
jitter_scan,-0.2376601403866751,,7.83,6,0.0
jitter_scan,-0.09723853888685113,,7.83,7,0.0
jitter_scan,-0.3035571278559304,,7.83,8,0.0
jitter_scan,-0.1913937740331891,,7.83,9,0.0
jitter_scan,-0.23332812041350048,,7.83,10,0.0
jitter_scan,-0.1767442506652239,,7.83,11,0.0
jitter_scan,-0.2130793278053532,,7.83,12,0.0
jitter_scan,-0.3459636778443339,,7.83,13,0.0
jitter_scan,-0.1474806173943177,,7.83,14,0.0
jitter_scan,-0.3563415908476565,,7.83,15,0.0
jitter_scan,-0.23928725421138858,,7.83,16,0.0
jitter_scan,-0.20073930435324305,,7.83,17,0.0
jitter_scan,-0.12766057327163421,,7.83,18,0.0
jitter_scan,-0.14375796784522252,,7.83,19,0.0
jitter_scan,-0.2533084291602694,,7.83,20,0.0
jitter_scan,-0.15202487460388234,,7.83,21,0.0
jitter_scan,-0.27423905721103686,,7.83,22,0.0
jitter_scan,-0.12922209526595374,,7.83,23,0.0
jitter_scan,-0.2746268724968861,,10.0,0,0.0
jitter_scan,-0.27881275022127444,,10.0,1,0.0
jitter_scan,-0.2899218375325346,,10.0,2,0.0
jitter_scan,-0.19467075348981702,,10.0,3,0.0
jitter_scan,-0.23709805480964954,,10.0,4,0.0
jitter_scan,-0.2685852256143122,,10.0,5,0.0
jitter_scan,-0.39180805095970855,,10.0,6,0.0
jitter_scan,-0.15613226739074632,,10.0,7,0.0
jitter_scan,-0.11200754360781497,,10.0,8,0.0
jitter_scan,-0.30803037088685487,,10.0,9,0.0
jitter_scan,-0.4056505410287659,,10.0,10,0.0
jitter_scan,-0.19914354943697538,,10.0,11,0.0
jitter_scan,-0.15159404673286428,,10.0,12,0.0
jitter_scan,-0.18868388748960674,,10.0,13,0.0
jitter_scan,-0.18780863730687475,,10.0,14,0.0
jitter_scan,-0.1956015065288889,,10.0,15,0.0
jitter_scan,-0.2393015859487244,,10.0,16,0.0
jitter_scan,-0.27206533316402015,,10.0,17,0.0
jitter_scan,-0.10658635826271845,,10.0,18,0.0
jitter_scan,-0.15369885955484944,,10.0,19,0.0
jitter_scan,-0.2573687369913422,,10.0,20,0.0
jitter_scan,-0.23319943743271254,,10.0,21,0.0
jitter_scan,-0.24877833441077046,,10.0,22,0.0
jitter_scan,-0.06762644336880781,,10.0,23,0.0
jitter_scan,-0.2198316164339036,,14.3,0,0.0
jitter_scan,-0.24562176401617414,,14.3,1,0.0
jitter_scan,-0.1559534923431632,,14.3,2,0.0
jitter_scan,-0.14669721994544258,,14.3,3,0.0
jitter_scan,-0.17455755374379095,,14.3,4,0.0
jitter_scan,-0.24673924240069717,,14.3,5,0.0
jitter_scan,-0.200573083902969,,14.3,6,0.0
jitter_scan,-0.17297808131089565,,14.3,7,0.0
jitter_scan,-0.11434928383762656,,14.3,8,0.0
jitter_scan,-0.10566436711615518,,14.3,9,0.0
jitter_scan,-0.15273993537852543,,14.3,10,0.0
jitter_scan,-0.23916912115835548,,14.3,11,0.0
jitter_scan,-0.2145345106814436,,14.3,12,0.0
jitter_scan,-0.24934307546270276,,14.3,13,0.0
jitter_scan,-0.12363511263302421,,14.3,14,0.0
jitter_scan,-0.18077231751922515,,14.3,15,0.0
jitter_scan,-0.043923427950761755,,14.3,16,0.0
jitter_scan,-0.14320341636453157,,14.3,17,0.0
jitter_scan,-0.1437021275647398,,14.3,18,0.0
jitter_scan,-0.12783457700362352,,14.3,19,0.0
jitter_scan,-0.2054091552238525,,14.3,20,0.0
jitter_scan,-0.1262723713573834,,14.3,21,0.0
jitter_scan,-0.14570474949694187,,14.3,22,0.0
jitter_scan,-0.2679266316039964,,14.3,23,0.0
jitter_scan,-0.19036497971702038,,20.8,0,0.0
jitter_scan,-0.2521918883057292,,20.8,1,0.0
jitter_scan,-0.3228145260609459,,20.8,2,0.0
jitter_scan,-0.2976659032069083,,20.8,3,0.0
jitter_scan,-0.0781986625403934,,20.8,4,0.0
jitter_scan,-0.1654300439591144,,20.8,5,0.0
jitter_scan,-0.13149659763323954,,20.8,6,0.0
jitter_scan,-0.2548953375889138,,20.8,7,0.0
jitter_scan,-0.1227328366187691,,20.8,8,0.0
jitter_scan,-0.2587834811990328,,20.8,9,0.0
jitter_scan,-0.1310802904574177,,20.8,10,0.0
jitter_scan,-0.09692596982072996,,20.8,11,0.0
jitter_scan,-0.3684505277675949,,20.8,12,0.0
jitter_scan,-0.19510139844815663,,20.8,13,0.0
jitter_scan,-0.18920885142062205,,20.8,14,0.0
jitter_scan,-0.3044726043444534,,20.8,15,0.0
jitter_scan,-0.2019534970072634,,20.8,16,0.0
jitter_scan,-0.18539249188865722,,20.8,17,0.0
jitter_scan,-0.1574434957813966,,20.8,18,0.0
jitter_scan,-0.18847930148603356,,20.8,19,0.0
jitter_scan,-0.1733322201634103,,20.8,20,0.0
jitter_scan,-0.3146487207389229,,20.8,21,0.0
jitter_scan,-0.28509468599635673,,20.8,22,0.0
jitter_scan,-0.20123987444477365,,20.8,23,0.0
jitter_scan,-0.2577563758204994,,27.3,0,0.0
jitter_scan,-0.17363504772317442,,27.3,1,0.0
jitter_scan,-0.20775633688010275,,27.3,2,0.0
jitter_scan,-0.11505525923151376,,27.3,3,0.0
jitter_scan,-0.12805376889488276,,27.3,4,0.0
jitter_scan,-0.4244712584532973,,27.3,5,0.0
jitter_scan,-0.07461627525171194,,27.3,6,0.0
jitter_scan,-0.179300573079317,,27.3,7,0.0
jitter_scan,-0.3361759039239952,,27.3,8,0.0
jitter_scan,-0.14027514689390308,,27.3,9,0.0
jitter_scan,-0.12940399122524823,,27.3,10,0.0
jitter_scan,-0.2090329495594461,,27.3,11,0.0
jitter_scan,-0.16154299701729008,,27.3,12,0.0
jitter_scan,-0.37303903656964826,,27.3,13,0.0
jitter_scan,-0.13065968013842663,,27.3,14,0.0
jitter_scan,-0.08853008785549882,,27.3,15,0.0
jitter_scan,-0.2569001163916912,,27.3,16,0.0
jitter_scan,-0.10272908054421889,,27.3,17,0.0
jitter_scan,-0.06696121060989872,,27.3,18,0.0
jitter_scan,-0.20806034435318702,,27.3,19,0.0
jitter_scan,-0.16343151150549334,,27.3,20,0.0
jitter_scan,-0.19107780253201712,,27.3,21,0.0
jitter_scan,-0.09241537154114342,,27.3,22,0.0
jitter_scan,-0.09951168788700829,,27.3,23,0.0
jitter_scan,-0.25534292602486997,,33.8,0,0.0
jitter_scan,-0.179355855113269,,33.8,1,0.0
jitter_scan,-0.11523505069973791,,33.8,2,0.0
jitter_scan,-0.09171629312258808,,33.8,3,0.0
jitter_scan,-0.078482646158443,,33.8,4,0.0
jitter_scan,-0.11815324953829989,,33.8,5,0.0
jitter_scan,-0.1320474355597293,,33.8,6,0.0
jitter_scan,-0.12545473125919784,,33.8,7,0.0
jitter_scan,-0.32830530890190496,,33.8,8,0.0
jitter_scan,-0.10612585996634957,,33.8,9,0.0
jitter_scan,-0.18382456342725867,,33.8,10,0.0
jitter_scan,-0.10157257541218673,,33.8,11,0.0
jitter_scan,-0.1912906500145542,,33.8,12,0.0
jitter_scan,-0.20504953641768248,,33.8,13,0.0
jitter_scan,-0.23186843138883445,,33.8,14,0.0
jitter_scan,-0.2786575118071151,,33.8,15,0.0
jitter_scan,-0.2657745045436983,,33.8,16,0.0
jitter_scan,-0.25345973711039765,,33.8,17,0.0
jitter_scan,-0.17561472685214274,,33.8,18,0.0
jitter_scan,-0.24591441863402602,,33.8,19,0.0
jitter_scan,-0.15800503083713113,,33.8,20,0.0
jitter_scan,-0.17294743255334508,,33.8,21,0.0
jitter_scan,-0.26702445962414517,,33.8,22,0.0
jitter_scan,-0.32221064194542776,,33.8,23,0.0
jitter_scan,-0.1556832129370166,,7.83,0,0.05
jitter_scan,-0.23196213685759548,,7.83,1,0.05
jitter_scan,-0.28459378829500703,,7.83,2,0.05
jitter_scan,-0.11983891808761199,,7.83,3,0.05
jitter_scan,-0.13293992844397423,,7.83,4,0.05
jitter_scan,-0.21663767865875966,,7.83,5,0.05
jitter_scan,-0.23537443660315518,,7.83,6,0.05
jitter_scan,-0.10040557579071624,,7.83,7,0.05
jitter_scan,-0.3035757978754676,,7.83,8,0.05
jitter_scan,-0.1903957185159418,,7.83,9,0.05
jitter_scan,-0.23175581275274687,,7.83,10,0.05
jitter_scan,-0.17257333492680008,,7.83,11,0.05
jitter_scan,-0.20925967522511138,,7.83,12,0.05
jitter_scan,-0.3220784413309983,,7.83,13,0.05
jitter_scan,-0.14447225683419762,,7.83,14,0.05
jitter_scan,-0.3563210307919999,,7.83,15,0.05
jitter_scan,-0.23855221408151187,,7.83,16,0.05
jitter_scan,-0.20030006200210598,,7.83,17,0.05
jitter_scan,-0.12415134967804628,,7.83,18,0.05
