K_cycles_per_s,analysis,condition,delta_intervention_driver_locking_plv,delta_intervention_mean_R1,delta_intervention_mean_R2,delta_intervention_mean_R4,frequency_hz,phase_offset_deg,post_driver_recovery_mean_R1,replicate,test_driver_locking_plv,test_lock_fraction,test_longest_lock_run_s,test_mean_R1
,external_driver_phase_disruption,,0.18596966264218423,0.1741326743738994,0.02000753871685662,-0.01839867054833781,7.83,0,,21,,,,
,external_driver_phase_disruption,,0.17303256749216006,0.17035910230235868,0.11292411064821659,0.007837507111773792,7.83,0,,22,,,,
,external_driver_phase_disruption,,0.20106414624010124,0.18245212463506513,0.008646378651542594,-0.01672788588256055,7.83,0,,23,,,,
,external_driver_phase_disruption,,0.15494818234450625,0.15083279061195692,0.026463250386621007,0.004529129407049956,10.0,0,,0,,,,
,external_driver_phase_disruption,,0.16997191215318347,0.15928020730436376,0.04778459862931467,-0.009230050976632917,10.0,0,,1,,,,
,external_driver_phase_disruption,,0.1976040716057889,0.1898007564586987,0.053878416451515976,-0.015876790191985,10.0,0,,2,,,,
,external_driver_phase_disruption,,0.2166063397588594,0.19793248425815285,0.026879259303376077,-0.013884904655502711,10.0,0,,3,,,,
,external_driver_phase_disruption,,0.13643467773829027,0.1269964488092754,0.060497107632169325,0.00788138532728927,10.0,0,,4,,,,
,external_driver_phase_disruption,,0.10463535251938566,0.10036074405885242,0.05345716316165068,0.017749381214392776,10.0,0,,5,,,,
,external_driver_phase_disruption,,0.1829085607938869,0.17761687345027616,0.11024688004778882,-0.033747831200846734,10.0,0,,6,,,,
,external_driver_phase_disruption,,0.2271392889601419,0.2040402007598077,0.003708977201195021,0.019004478372902575,10.0,0,,7,,,,
,external_driver_phase_disruption,,0.24304873554999465,0.2199649024195847,0.01422326757001803,0.011011172908497471,10.0,0,,8,,,,
,external_driver_phase_disruption,,0.19118044337468082,0.18991558658610613,0.11963861680830062,-0.02766126758221249,10.0,0,,9,,,,
,external_driver_phase_disruption,,0.11145287534860626,0.1109154574770938,0.08826980323907271,0.042235812411996934,10.0,0,,10,,,,
,external_driver_phase_disruption,,0.16491053326987823,0.1515454818221924,0.06881446941517526,-0.01105194960632401,10.0,0,,11,,,,
,external_driver_phase_disruption,,0.24186384956616805,0.21599492616286026,0.02257100239987074,0.03134751268813228,10.0,0,,12,,,,
,external_driver_phase_disruption,,0.15094858854298948,0.14481010118442683,0.037737890098127475,0.008088741807957142,10.0,0,,13,,,,
,external_driver_phase_disruption,,0.23830189109516334,0.2263841446460858,0.002634852224599832,0.024443802164073908,10.0,0,,14,,,,
,external_driver_phase_disruption,,0.17244273446408276,0.15977042510484174,-0.0007364246638358329,0.013854729982397701,10.0,0,,15,,,,
,external_driver_phase_disruption,,0.1578368432103492,0.14125333927307426,0.059927171295473425,-0.007206056214168033,10.0,0,,16,,,,
,external_driver_phase_disruption,,0.13442861522090227,0.13130765932942973,0.08176098884800687,-0.02525195011803029,10.0,0,,17,,,,
,external_driver_phase_disruption,,0.153545747923975,0.11424266539533928,-0.009141127624861606,0.002904166281974277,10.0,0,,18,,,,
,external_driver_phase_disruption,,0.23331979588906493,0.2120045254657327,0.040886074205382955,0.00722918556870461,10.0,0,,19,,,,
,external_driver_phase_disruption,,0.13472594406650573,0.12624314452350227,0.055197336574433514,-0.007727188170006394,10.0,0,,20,,,,
,external_driver_phase_disruption,,0.148863338665572,0.13850164988971703,0.06317391852141352,-0.009896332646236863,10.0,0,,21,,,,
,external_driver_phase_disruption,,0.16048766993615815,0.15419418843076965,0.05892441947809503,0.026254087134668064,10.0,0,,22,,,,
,external_driver_phase_disruption,,0.1662704412835223,0.13536150071839978,0.003401628031518028,0.005674065066717415,10.0,0,,23,,,,
,external_driver_phase_disruption,,0.217648435759359,0.20665418194304813,0.05741824871928462,0.0006957838529971921,14.3,0,,0,,,,
,external_driver_phase_disruption,,0.1567325456331961,0.15321432917122618,0.05897332688677745,-0.007095695390785667,14.3,0,,1,,,,
,external_driver_phase_disruption,,0.2056249461445861,0.19111400521507835,0.013959297615751237,-0.03804631653854669,14.3,0,,2,,,,
,external_driver_phase_disruption,,0.23092565966053702,0.21275049685801323,0.03746206141244772,-0.025631464778448146,14.3,0,,3,,,,
,external_driver_phase_disruption,,0.2303590978013679,0.19538460885295755,0.03962925795015439,-0.007232922423824922,14.3,0,,4,,,,
,external_driver_phase_disruption,,0.1678604312546073,0.15907015869965463,0.07921230240322712,-0.015014153905992575,14.3,0,,5,,,,
,external_driver_phase_disruption,,0.08822128465673443,0.07621013920839068,0.009163030385685708,0.039920696181586085,14.3,0,,6,,,,
,external_driver_phase_disruption,,0.12913413291642298,0.11421381668599356,0.006289530879647828,-0.0037507958539184094,14.3,0,,7,,,,
,external_driver_phase_disruption,,0.25645311708597424,0.21960130370951203,-0.003662703400387296,0.013344902550398802,14.3,0,,8,,,,
,external_driver_phase_disruption,,0.2180382045951774,0.17794612897657472,0.01702114473273271,0.014053046911550723,14.3,0,,9,,,,
,external_driver_phase_disruption,,0.2704352625353188,0.2574823157862514,0.04807676649708936,0.02648335087952089,14.3,0,,10,,,,
,external_driver_phase_disruption,,0.12294692882175506,0.11743501129945044,0.08303503415405052,-0.01191250190560092,14.3,0,,11,,,,
,external_driver_phase_disruption,,0.1308788479652371,0.12030159039151783,0.028782058564646842,0.01249265270995889,14.3,0,,12,,,,
,external_driver_phase_disruption,,0.13405380331067374,0.13231446969158622,0.05564970090957225,0.011764683673921125,14.3,0,,13,,,,
,external_driver_phase_disruption,,0.1624388905875672,0.14663814625292243,0.03738111134899076,-0.02051259588180375,14.3,0,,14,,,,
,external_driver_phase_disruption,,0.14735095095421455,0.13899925705256022,0.023393741700495477,-0.0069847853337890314,14.3,0,,15,,,,
,external_driver_phase_disruption,,0.23145800186247661,0.18541975868429403,0.002422381127727899,0.03946802143272379,14.3,0,,16,,,,
,external_driver_phase_disruption,,0.1691578911421515,0.15058852511018525,0.0713199464903176,0.00010282324424668032,14.3,0,,17,,,,
,external_driver_phase_disruption,,0.2364745475178951,0.20552067831151957,0.018684270057132538,0.00304111718056789,14.3,0,,18,,,,
,external_driver_phase_disruption,,0.16286547653556852,0.14230977934820643,0.022664691800158746,0.003529929656934744,14.3,0,,19,,,,
,external_driver_phase_disruption,,0.21308012415742678,0.2052253574447635,0.10802884005611865,-0.00029410536686082234,14.3,0,,20,,,,
,external_driver_phase_disruption,,0.16397899940332827,0.12814770031069952,-0.01787866354642119,-0.002019450298349698,14.3,0,,21,,,,
,external_driver_phase_disruption,,0.06540633739246349,0.058162293356751105,-0.011180212742485485,0.06912897363959852,14.3,0,,22,,,,
,external_driver_phase_disruption,,0.24017202931712428,0.23342699620775959,0.08472399385314552,0.02304023412642911,14.3,0,,23,,,,
,external_driver_phase_disruption,,0.13261550034537084,0.12717064068100853,0.009311375945474057,0.00320523674851389,20.8,0,,0,,,,
,external_driver_phase_disruption,,0.20842891678444686,0.1977962064043738,0.060698070756176295,-0.0190263786286569,20.8,0,,1,,,,
,external_driver_phase_disruption,,0.22871468609521972,0.22186577787877065,0.12173105424923952,-0.021030781674931387,20.8,0,,2,,,,
,external_driver_phase_disruption,,0.21885913470088997,0.20803941348958122,0.09098306058123724,-0.005493576619815782,20.8,0,,3,,,,
,external_driver_phase_disruption,,0.29961002312859075,0.25311679024167105,-0.0007700697135328421,0.044650610087627954,20.8,0,,4,,,,
,external_driver_phase_disruption,,0.23249950853290266,0.20960486493405103,0.06455839856762362,-0.011728163433214464,20.8,0,,5,,,,
,external_driver_phase_disruption,,0.1142405229484953,0.07657630078773087,0.0019472931831901602,0.008238733232969378,20.8,0,,6,,,,
