time_s,condition,network,replicate,k_base_cycles_per_s,transient_boost_cycles_per_s,phase_offset_deg,R1,R2,R4,PCI,transient_profile,driver_phase_rad,population_phase_rad
0.875,sham,network_10_00Hz,0,0.8,0.6,0.0,0.20642153634181443,0.08280787518560255,0.14451026276279016,0.0,0.0,54.97787143782138,-2.4236744785226167
0.9,sham,network_10_00Hz,0,0.8,0.6,0.0,0.20571779981422192,0.08917423956006329,0.13769089047198144,0.0,0.0,56.548667764616276,-0.8153767338508452
0.925,sham,network_10_00Hz,0,0.8,0.6,0.0,0.20051344066810883,0.09355531049692893,0.13949850649433151,0.0,0.0,58.119464091411174,0.783229383465113
0.9500000000000001,sham,network_10_00Hz,0,0.8,0.6,0.0,0.19666848104221915,0.08532583749078143,0.140898301475105,0.0,0.0,59.69026041820607,2.376682850533406
0.975,sham,network_10_00Hz,0,0.8,0.6,0.0,0.18128524526239187,0.07862031864191903,0.1284599473223034,0.0,0.0,61.261056745000964,-2.304875071623766
1.0,sham,network_10_00Hz,0,0.8,0.6,0.0,0.17220023323346081,0.06336576191472146,0.11859078417477963,0.0,0.0,62.83185307179586,-0.7166222186057972
1.025,sham,network_10_00Hz,0,0.8,0.6,0.0,0.15353309589578368,0.05889706458791086,0.12274928620602052,0.0,0.0,64.40264939859075,0.8705803845037554
1.05,sham,network_10_00Hz,0,0.8,0.6,0.0,0.13339567189304896,0.05770661070670175,0.12414959881289014,0.0,0.0,65.97344572538566,2.4725682970677814
1.075,sham,network_10_00Hz,0,0.8,0.6,0.0,0.10842929594840992,0.05600469933945419,0.12121711793117333,0.0,0.0,67.54424205218055,-2.1977908640102513
1.1,sham,network_10_00Hz,0,0.8,0.6,0.0,0.08508406915351528,0.060141959425492476,0.0918041927682906,0.0,0.0,69.11503837897546,-0.5790228892710837
1.125,sham,network_10_00Hz,0,0.8,0.6,0.0,0.06258705150427757,0.06626844838487939,0.06122081445722504,0.0,0.0,70.68583470577035,1.0218945933293249
1.1500000000000001,sham,network_10_00Hz,0,0.8,0.6,0.0,0.03542995579656882,0.07482258981471772,0.0502355226133778,0.0,0.0,72.25663103256525,2.6264512361280095
1.175,sham,network_10_00Hz,0,0.8,0.6,0.0,0.007071995511119797,0.08527765172154535,0.04577199257329879,0.0,0.0,73.82742735936014,-2.307917830982977
1.2,sham,network_10_00Hz,0,0.8,0.6,0.0,0.019621179988916375,0.07911271314923293,0.03199837211077443,0.0,0.0,75.39822368615503,2.7766765778109126
1.225,sham,network_10_00Hz,0,0.8,0.6,0.0,0.045181666327455364,0.08400701247919856,0.025205493081885116,0.0,0.0,76.96902001294994,-1.9015775985278043
1.25,sham,network_10_00Hz,0,0.8,0.6,0.0,0.0660154394954426,0.094849783360705,0.02430972785265122,0.0,0.0,78.53981633974483,-0.2859167567963095
1.2750000000000001,sham,network_10_00Hz,0,0.8,0.6,0.0,0.0880171521182558,0.10931648809972216,0.030342949644426073,0.0,0.0,80.11061266653974,1.381579366815976
1.3,sham,network_10_00Hz,0,0.8,0.6,0.0,0.11395458523290959,0.1106591622850262,0.014808925332508365,0.0,0.0,81.68140899333463,2.9945753613407544
1.325,sham,network_10_00Hz,0,0.8,0.6,0.0,0.13166043746114708,0.11818380353771367,0.009863989030294049,0.0,0.0,83.25220532012952,-1.6793653151512515
1.35,sham,network_10_00Hz,0,0.8,0.6,0.0,0.15014818411333786,0.13331888403022504,0.030321316911150264,0.0,0.0,84.82300164692442,-0.04070934890091356
1.375,sham,network_10_00Hz,0,0.8,0.6,0.0,0.1652322936886233,0.13889782728999894,0.07434466674694604,0.0,0.0,86.39379797371932,1.5651225107804285
1.4000000000000001,sham,network_10_00Hz,0,0.8,0.6,0.0,0.18094312142989757,0.1474901783034679,0.09627921019606382,0.0,0.0,87.96459430051422,-3.0805953673099538
