timestamp_utc,script_version,script_name,python_version,numpy_version,pandas_version,matplotlib_version,scipy_version,platform,cpu_count,workers,code_sha256
2026-07-10T12:22:39.470282+00:00,3.1.0-methods3-metrics-aligned,psmh_phase_ignition.py,"3.14.2 (tags/v3.14.2:df79316, Dec  5 2025, 17:18:21) [MSC v.1944 64 bit (AMD64)]",2.4.1,2.3.3,3.10.8,1.17.0,Windows-11-10.0.26200-SP0,8,4,7a75ec139969fea63073b7abd558bfca8c5b930bcfc24fdef39d3d63c8c328cc
