analysis,natural_frequency_sd_hz,condition,network,network_frequency_hz,replicate,base_mean_R,stimulated_mean_R,delta_mean_R,coarse_dt_s,fine_dt_s,coarse_delta_mean_R,fine_delta_mean_R,fine_minus_coarse_delta_mean_R,absolute_delta_difference,stimulated_R_trace_rmse,scenario,n_oscillators,duration_s,baseline_delta_mean_R,delta_mean_R_minus_baseline
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,10,0.7260045065102179,0.8329156217798409,0.10691111526962305,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,11,0.8797523744702419,0.8832411261034528,0.0034887516332109403,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,12,0.6767602074578815,0.7831679950750309,0.10640778761714942,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,13,0.837298601207919,0.8497901710488607,0.012491569840941685,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,14,0.9166657793246631,0.9195131635478111,0.0028473842231480084,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,15,0.7840515105108243,0.7409740472278208,-0.04307746328300355,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,16,0.8896401125566032,0.8858181976417843,-0.00382191491481898,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,17,0.8539730883726356,0.8513795179476974,-0.0025935704249382407,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,18,0.7708636597339349,0.7723842034219274,0.0015205436879924816,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,19,0.7987076032434974,0.7769252963239719,-0.02178230691952554,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,20,0.852352667595417,0.8526646274533737,0.000311959857956734,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,21,0.8652303324247047,0.8607803057979522,-0.004450026626752535,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,22,0.8516989892159056,0.8391647886037433,-0.01253420061216226,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,23,0.8708989899773806,0.879650858835323,0.008751868857942435,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,0,0.9149767570982448,0.9164246118569802,0.001447854758735434,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,1,0.8302075527171704,0.8361955899604059,0.005988037243235489,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,2,0.8248807300036392,0.8336984124381839,0.008817682434544727,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,3,0.7215654165742926,0.6928107429273874,-0.028754673646905204,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,4,0.8121186366815327,0.8077581377514196,-0.004360498930113144,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,5,0.8497325119655222,0.852676587546767,0.002944075581244765,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,6,0.858058527949491,0.8686910835327233,0.010632555583232284,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,7,0.8844223295098713,0.8848360852969833,0.00041375578711200234,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,8,0.8843866425766312,0.8831557498980924,-0.0012308926785388197,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,9,0.8537892793610001,0.8474628384204813,-0.006326440940518818,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,10,0.8272098145458943,0.8395539363902544,0.012344121844360179,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,11,0.8653741021071559,0.8441307892726927,-0.021243312834463235,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,12,0.8460706754515158,0.8486299679067613,0.0025592924552454432,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,13,0.819935849904776,0.8251771085196322,0.005241258614856248,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,14,0.7719402183309406,0.7279824100022423,-0.04395780832869833,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,15,0.6084985757897885,0.5330468637566783,-0.07545171203311019,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,16,0.8397372845289915,0.8403109454573208,0.0005736609283292227,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,17,0.8732757399722307,0.8791097187185887,0.005833978746357937,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,18,0.8364081111934942,0.832840010058915,-0.0035681011345792824,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,19,0.7947650124877034,0.8034824486150695,0.008717436127366085,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,20,0.8457455421744146,0.8561656922679586,0.010420150093544023,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,21,0.7681097748889424,0.764782340134971,-0.003327434753971348,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,22,0.8483151953743135,0.8462060355063481,-0.002109159867965449,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,23,0.8211042841853794,0.8214435825925327,0.00033929840715329895,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,0,0.9015923494670031,0.904187617737109,0.0025952682701059215,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,1,0.8165717978491901,0.8188499618683297,0.0022781640191396058,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,2,0.7983288844597286,0.7975622225051077,-0.0007666619546209397,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,3,0.828804152381549,0.8164268868525205,-0.012377265529028514,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,4,0.8403145882105048,0.8427589209221972,0.0024443327116924207,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,5,0.7083352521582603,0.7760260364891394,0.06769078433087905,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,6,0.8201703647388817,0.8381708346585582,0.01800046991967652,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,7,0.8522670871483176,0.8564730957419839,0.004206008593666377,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,8,0.5716941919324888,0.5696126146197688,-0.002081577312720073,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,9,0.72682903770659,0.8198358880361478,0.0930068503295578,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,10,0.7745806499885844,0.7710421068456399,-0.00353854314294455,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,11,0.8556168685449093,0.8587747172819944,0.003157848737085134,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,12,0.8121845447447695,0.8261587673128816,0.013974222568112094,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,13,0.86466071883502,0.8595148033721494,-0.005145915462870687,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,14,0.6981122217524417,0.766927280325932,0.06881505857349035,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,15,0.8703302756967762,0.849388030218925,-0.020942245477851285,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,16,0.7886358654763308,0.8043440732481513,0.01570820777182047,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,17,0.8384309206459446,0.8400050491836979,0.0015741285377532943,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,18,0.8476028787756725,0.8565111300162825,0.00890825124061001,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,19,0.6616191598538584,0.6858612808386109,0.024242120984752424,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,20,0.8741952648668995,0.8648893392593134,-0.00930592560758603,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,21,0.8718419726263215,0.8685148704708476,-0.0033271021554738267,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,22,0.8780766484643958,0.8789188801598775,0.0008422316954816988,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,23,0.8657283247823844,0.8516452552250896,-0.01408306955729477,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,0,0.846297991436546,0.8444780881718195,-0.0018199032647265856,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,1,0.8257274120644741,0.8578918537604109,0.032164441695936796,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,2,0.8392509671004357,0.8293779066567957,-0.009873060443640003,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,3,0.8946947991416575,0.8992016831472769,0.004506884005619383,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,4,0.8924951180836568,0.8838804068344001,-0.008614711249256723,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,5,0.7574009276000113,0.7667565496504023,0.009355622050390977,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,6,0.7685917435590547,0.7888170454908022,0.02022530193174754,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,7,0.8532769167848554,0.8666847140615432,0.013407797276687838,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,8,0.8679656705539577,0.8724973035799319,0.004531633025974258,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,9,0.8693345293360738,0.8580127786517557,-0.011321750684318066,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,10,0.7485510953459675,0.814006894632321,0.06545579928635348,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,11,0.8140376503736599,0.8150592651868476,0.0010216148131876324,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,12,0.9071179252205298,0.9004806668443653,-0.006637258376164468,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,13,0.8706550653312102,0.8731074194485215,0.0024523541173113728,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,14,0.8767484510974694,0.8781826152066414,0.0014341641091720758,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,15,0.8133210450404511,0.8080773353792858,-0.0052437096611652745,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,16,0.8192336540022092,0.8214654540243647,0.0022318000221555057,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,17,0.8676538041263778,0.8324978747012736,-0.03515592942510426,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,18,0.8781484670208934,0.8840943733597212,0.0059459063388277444,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,19,0.9146414542352242,0.9189150187974567,0.00427356456223249,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,20,0.7546283230417928,0.7681733123781183,0.01354498933632542,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,21,0.8455247128642525,0.894452515914076,0.04892780304982358,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,22,0.876403069864406,0.882870428676427,0.006467358812020985,,,,,,,,,,,,
frequency_dispersion_scan,0.3,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,23,0.8892027501118029,0.890268004417001,0.0010652543051981045,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,0,0.822367560838062,0.8305564233962874,0.008188862558225485,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,1,0.7879092457776751,0.8061256085254538,0.018216362747778714,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,2,0.9164704177266362,0.9144750736646795,-0.001995344061956672,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,3,0.7337566282113603,0.749861036292559,0.016104408081198618,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,4,0.8667396819692479,0.8642617700853916,-0.0024779118838562653,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,5,0.8876093156930329,0.8876334187223788,2.410302934585662e-05,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,6,0.910936946961059,0.9111203512850116,0.0001834043239525851,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,7,0.7278565861527737,0.7279555449530002,9.895880022647852e-05,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,8,0.8521812706619171,0.8488771734628244,-0.003304097199092637,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,9,0.8506370169027987,0.8492509956853412,-0.001386021217457456,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,10,0.8817125418965929,0.8849319836465831,0.003219441749990226,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,11,0.8388762560020918,0.8387841970919755,-9.205891011632161e-05,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,12,0.8402118992805829,0.8312619401740551,-0.00894995910652785,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,13,0.8748517168257479,0.87528990821891,0.00043819139316203515,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,14,0.831017871297653,0.8287892644741212,-0.0022286068235318757,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,15,0.7548593744307602,0.7625655995060725,0.007706225075312267,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,16,0.8316223239978517,0.8370021347815269,0.00537981078367511,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,17,0.8126733653237824,0.8113890361515951,-0.0012843291721873484,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,18,0.8210260746288418,0.8240487590783039,0.0030226844494620764,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,19,0.8141514425002006,0.8090254101214573,-0.005126032378743206,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,20,0.8921665021362825,0.8911063234662693,-0.0010601786700131788,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,21,0.8190413601793174,0.8159917784875563,-0.0030495816917610608,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,22,0.7272931433698093,0.6625721176173757,-0.06472102575243366,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,23,0.7952744968722255,0.7940469323421349,-0.0012275645300906524,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,0,0.9025708307672179,0.9013933807482105,-0.0011774500190073756,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,1,0.7390857081311758,0.7383974092803578,-0.0006882988508180032,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,2,0.8279224286774916,0.8249994349075553,-0.0029229937699362107,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,3,0.871876559535281,0.8750059472313452,0.0031293876960641898,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,4,0.7256808859028385,0.7253198285769321,-0.00036105732590641093,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,5,0.9120519284317349,0.9075387286370059,-0.004513199794728973,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,6,0.8507397726398079,0.8484579998812972,-0.002281772758510714,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,7,0.8137987926220361,0.8078969743399311,-0.005901818282105009,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,8,0.8489780062648895,0.8185177617345728,-0.030460244530316705,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,9,0.8417636013392301,0.8381225462558967,-0.0036410550833334554,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,10,0.8149957574063729,0.8150966285810424,0.00010087117466950346,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,11,0.8654183577673992,0.8654819876697074,6.362990230823762e-05,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,12,0.8453866707623913,0.840523097077775,-0.004863573684616318,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,13,0.8477727341448101,0.8478633227739456,9.05886291354685e-05,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,14,0.8368425169999265,0.8323364127932925,-0.0045061042066339985,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,15,0.8932818874235067,0.8914447067372897,-0.001837180686216966,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,16,0.8428582125729083,0.8425807632626257,-0.0002774493102826181,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,17,0.8274375937769405,0.8267786236380857,-0.000658970138854742,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,18,0.8968003886930874,0.8941876672678915,-0.002612721425195974,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,19,0.810849543504147,0.8070381422094438,-0.003811401294703143,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,20,0.9165174206995079,0.9162851022464633,-0.00023231845304461096,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,21,0.8250615590121292,0.8279173468645105,0.002855787852381275,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,22,0.7580741779989026,0.7462016518925818,-0.011872526106320835,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,23,0.7339637870846512,0.7329595672747653,-0.0010042198098858535,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,0,0.8233447993732563,0.8227412268056857,-0.0006035725675705983,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,1,0.8723019739867941,0.8695914842326012,-0.0027104897541928574,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,2,0.8323857703284225,0.8302711423174803,-0.002114628010942199,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,3,0.877104500169186,0.8756056298249577,-0.0014988703442282425,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,4,0.8230706899116785,0.8251451915351248,0.0020745016234462454,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,5,0.9003698531264324,0.900599666511825,0.00022981338539262985,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,6,0.8623578184331547,0.8625285806600202,0.00017076222686551734,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,7,0.8098309590311129,0.7989513449840845,-0.010879614047028419,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,8,0.8463572201655352,0.851826331295864,0.005469111130328885,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,9,0.8328325143220587,0.8301856538486969,-0.002646860473361823,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,10,0.7260045065102179,0.7661473964436126,0.040142889933394765,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,11,0.8797523744702419,0.8776999177085809,-0.0020524567616609923,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,12,0.6767602074578815,0.75503217801106,0.07827197055317858,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,13,0.837298601207919,0.8331363007555986,-0.0041623004523203555,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,14,0.9166657793246631,0.9111440439625679,-0.005521735362095215,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,15,0.7840515105108243,0.7837485468647628,-0.00030296364606152704,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,16,0.8896401125566032,0.885534380996345,-0.0041057315602582856,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,17,0.8539730883726356,0.8356300517110763,-0.018343036661559342,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,18,0.7708636597339349,0.7706701416585638,-0.00019351807537104637,,,,,,,,,,,,
frequency_dispersion_scan,0.3,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,19,0.7987076032434974,0.7958808482457173,-0.0028267549977801787,,,,,,,,,,,,
