analysis,condition,network,network_frequency_hz,delta_mean_R_mean,delta_mean_R_sd,delta_mean_R_sem,delta_mean_R_ci95_low,delta_mean_R_ci95_high,delta_mean_R_ci95_halfwidth,delta_mean_R_ci_method,n_blocks,delta_lock_fraction_R_ge_0_55_mean,delta_strong_lock_fraction_R_ge_0_70_mean,coupling_multiplier,forcing_multiplier,coupling_strength_K_cycles_per_s,jitter_level,forcing_strength_cycles_per_s,natural_frequency_sd_hz
coupling_strength_scan,,network_14_30Hz,14.3,0.15426487899100566,0.08352408080202367,0.017049281599995865,0.11899575285699676,0.18953400512501456,0.0352691261340089,student_t,24,,,,,1.1,,,
coupling_strength_scan,,network_20_80Hz,20.8,0.2136547105218325,0.08741687675080238,0.017843895245602644,0.1767418008224963,0.2505676202211687,0.03691290969933619,student_t,24,,,,,1.1,,,
coupling_strength_scan,,network_27_30Hz,27.3,0.17184457303172315,0.11508719983030812,0.023492076292498137,0.12324751062470198,0.22044163543874434,0.04859706240702118,student_t,24,,,,,1.1,,,
coupling_strength_scan,,network_33_80Hz,33.8,0.14794649345930955,0.1057391056849292,0.021583904565525044,0.10329678501727771,0.19259620190134139,0.04464970844203183,student_t,24,,,,,1.1,,,
coupling_strength_scan,,network_7_83Hz,7.83,0.16674316640368492,0.122219696919576,0.024947991164214187,0.11513431461716606,0.21835201819020378,0.05160885178651886,student_t,24,,,,,1.1,,,
coupling_strength_scan,,network_10_00Hz,10.0,0.13798711418761678,0.10729058135349853,0.021900598210219897,0.09268227502731559,0.18329195334791798,0.04530483916030119,student_t,24,,,,,1.25,,,
coupling_strength_scan,,network_14_30Hz,14.3,0.15557772765860095,0.10899411661630293,0.0222483308896123,0.10955354864468327,0.20160190667251865,0.046024179013917685,student_t,24,,,,,1.25,,,
coupling_strength_scan,,network_20_80Hz,20.8,0.19719362039513175,0.09550079660443281,0.019494018475848397,0.1568671707174184,0.2375200700728451,0.04032644967771333,student_t,24,,,,,1.25,,,
coupling_strength_scan,,network_27_30Hz,27.3,0.1484864618386503,0.09962762028475125,0.020336402832116292,0.10641740735144545,0.19055551632585516,0.04206905448720486,student_t,24,,,,,1.25,,,
coupling_strength_scan,,network_33_80Hz,33.8,0.14726225413748176,0.09046512560542257,0.018466116437506203,0.10906218183415026,0.18546232644081326,0.03820007230333149,student_t,24,,,,,1.25,,,
coupling_strength_scan,,network_7_83Hz,7.83,0.15811622076930268,0.09319000405821007,0.01902232992254236,0.11876553320713343,0.19746690833147193,0.039350687562169244,student_t,24,,,,,1.25,,,
coupling_strength_scan,,network_10_00Hz,10.0,0.09726576150826548,0.08047750046376784,0.016427400992568984,0.06328309342558222,0.13124842959094873,0.033982668082683264,student_t,24,,,,,1.4,,,
coupling_strength_scan,,network_14_30Hz,14.3,0.12686598284970138,0.11459052139142614,0.023390692230706226,0.07847864935368123,0.17525331634572153,0.048387333496020146,student_t,24,,,,,1.4,,,
coupling_strength_scan,,network_20_80Hz,20.8,0.11740962804393829,0.08871706047758193,0.018109294137475987,0.07994769890713152,0.15487155718074505,0.03746192913680676,student_t,24,,,,,1.4,,,
coupling_strength_scan,,network_27_30Hz,27.3,0.09213008275462652,0.057145597377968316,0.01166479621854589,0.06799961328314422,0.11626055222610882,0.024130469471482296,student_t,24,,,,,1.4,,,
coupling_strength_scan,,network_33_80Hz,33.8,0.11023445677084269,0.0876185688979657,0.017885065482742348,0.0732363799471247,0.14723253359456068,0.036998076823717994,student_t,24,,,,,1.4,,,
coupling_strength_scan,,network_7_83Hz,7.83,0.11830012568862015,0.09951668912093102,0.020313759103121904,0.0762779133237278,0.1603223380535125,0.042022212364892356,student_t,24,,,,,1.4,,,
coupling_strength_scan,,network_10_00Hz,10.0,0.06184607228472405,0.06809673903323216,0.01390018864824042,0.033091341251281034,0.09060080331816707,0.028754731033443014,student_t,24,,,,,1.55,,,
coupling_strength_scan,,network_14_30Hz,14.3,0.06031258979228143,0.040811224999182286,0.008330556418826119,0.04307952085745152,0.07754565872711133,0.017233068934829905,student_t,24,,,,,1.55,,,
coupling_strength_scan,,network_20_80Hz,20.8,0.06419032836517748,0.04227585147337088,0.008629522045953924,0.04633880191053594,0.08204185481981902,0.017851526454641543,student_t,24,,,,,1.55,,,
coupling_strength_scan,,network_27_30Hz,27.3,0.045762408370568504,0.04982469411948021,0.010170423098581344,0.024723285226506523,0.06680153151463049,0.02103912314406198,student_t,24,,,,,1.55,,,
coupling_strength_scan,,network_33_80Hz,33.8,0.062173705415138204,0.05777868611878527,0.01179402491662111,0.03777590601389806,0.08657150481637835,0.024397799401240147,student_t,24,,,,,1.55,,,
coupling_strength_scan,,network_7_83Hz,7.83,0.058451838987634556,0.05342529560046194,0.010905392798207566,0.03589231518101339,0.08101136279425572,0.022559523806621164,student_t,24,,,,,1.55,,,
jitter_scan,,network_10_00Hz,10.0,0.11356259543197182,0.05740784081637878,0.011718326436254109,0.08932139026824003,0.1378038005957036,0.02424120516373179,student_t,24,,,,,,0.0,,
jitter_scan,,network_14_30Hz,14.3,0.11752323330733794,0.06503012638554863,0.01327421896277459,0.09006341922762542,0.14498304738705045,0.027459814079712506,student_t,24,,,,,,0.0,,
jitter_scan,,network_20_80Hz,20.8,0.11768573421035712,0.07055883608485,0.014402762104379973,0.08789135077207641,0.14748011764863783,0.029794383438280704,student_t,24,,,,,,0.0,,
jitter_scan,,network_27_30Hz,27.3,0.11933305602310618,0.062026072090181406,0.012661018947502444,0.09314174282169548,0.1455243692245169,0.026191313201410705,student_t,24,,,,,,0.0,,
jitter_scan,,network_33_80Hz,33.8,0.10674862559546212,0.06843886058722491,0.013970023918014612,0.07784942929972506,0.13564782189119917,0.028899196295737062,student_t,24,,,,,,0.0,,
jitter_scan,,network_7_83Hz,7.83,0.0906887799070732,0.07012117398996229,0.0143134247033606,0.06107920496330629,0.12029835485084012,0.02960957494376692,student_t,24,,,,,,0.0,,
jitter_scan,,network_10_00Hz,10.0,0.10360911917215132,0.046894637375478804,0.009572327770230999,0.08380725048083737,0.12341098786346527,0.019801868691313958,student_t,24,,,,,,0.05,,
jitter_scan,,network_14_30Hz,14.3,0.0922753407909201,0.042260272792114716,0.008626342060958669,0.07443039263644001,0.1101202889454002,0.01784494815448009,student_t,24,,,,,,0.05,,
jitter_scan,,network_20_80Hz,20.8,0.08843175989876144,0.05153253020147965,0.01051903367901573,0.06667148082441127,0.11019203897311161,0.021760279074350172,student_t,24,,,,,,0.05,,
jitter_scan,,network_27_30Hz,27.3,0.07335817524193373,0.036082214218495,0.007365251135425738,0.05812199242798774,0.08859435805587973,0.015236182813945991,student_t,24,,,,,,0.05,,
jitter_scan,,network_33_80Hz,33.8,0.05782911210998929,0.030370482811420737,0.006199348844162326,0.045004781943870364,0.07065344227610822,0.01282433016611893,student_t,24,,,,,,0.05,,
jitter_scan,,network_7_83Hz,7.83,0.09145444766624418,0.06698562152154408,0.013673382735914862,0.06316890040942147,0.11973999492306689,0.02828554725682271,student_t,24,,,,,,0.05,,
jitter_scan,,network_10_00Hz,10.0,0.08604567035353126,0.032023604774769426,0.0065367909518950105,0.07252328800317527,0.09956805270388726,0.01352238235035599,student_t,24,,,,,,0.1,,
jitter_scan,,network_14_30Hz,14.3,0.058723262577802395,0.025564391352680994,0.00521830953324059,0.04792836684834197,0.06951815830726281,0.01079489572946042,student_t,24,,,,,,0.1,,
jitter_scan,,network_20_80Hz,20.8,0.05793961642870806,0.036520840652526504,0.007454785381348549,0.04251821791554072,0.07336101494187541,0.015421398513167347,student_t,24,,,,,,0.1,,
jitter_scan,,network_27_30Hz,27.3,0.03657992307266986,0.029707077951499194,0.006063931894188132,0.02403572421069478,0.04912412193464494,0.012544198861975078,student_t,24,,,,,,0.1,,
jitter_scan,,network_33_80Hz,33.8,0.028256440078237938,0.02219804643352815,0.00453115725406266,0.018883027140615738,0.03762985301586014,0.0093734129376222,student_t,24,,,,,,0.1,,
jitter_scan,,network_7_83Hz,7.83,0.08834621969392,0.05964172856826457,0.012174316864151878,0.06316172646123924,0.11353071292660075,0.02518449323268075,student_t,24,,,,,,0.1,,
jitter_scan,,network_10_00Hz,10.0,0.048925514886529575,0.027788087161084628,0.0056722195393868104,0.03719163476840942,0.06065939500464973,0.011733880118120156,student_t,24,,,,,,0.2,,
jitter_scan,,network_14_30Hz,14.3,0.025601497756653945,0.02195919500288506,0.004482401909945215,0.016328942932688897,0.03487405258061899,0.009272554823965048,student_t,24,,,,,,0.2,,
jitter_scan,,network_20_80Hz,20.8,0.023259263887437764,0.02158085630443043,0.004405173846515002,0.014146467484625551,0.03237206029024998,0.009112796402812214,student_t,24,,,,,,0.2,,
jitter_scan,,network_27_30Hz,27.3,0.023606123874499018,0.021754233996310775,0.004440564419672363,0.014420116493187739,0.0327921312558103,0.009186007381311279,student_t,24,,,,,,0.2,,
jitter_scan,,network_33_80Hz,33.8,0.019118483249697876,0.01917617062761431,0.003914319438183443,0.01102109655428848,0.02721586994510727,0.008097386695409395,student_t,24,,,,,,0.2,,
jitter_scan,,network_7_83Hz,7.83,0.05553763481677079,0.03388812685135737,0.006917384927044591,0.041227933843241985,0.0698473357902996,0.014309700973528808,student_t,24,,,,,,0.2,,
jitter_scan,,network_10_00Hz,10.0,0.02496819271657817,0.01495401744941917,0.003052476029646077,0.01865366494722909,0.03128272048592725,0.006314527769349079,student_t,24,,,,,,0.35,,
jitter_scan,,network_14_30Hz,14.3,0.01466547084936723,0.018651319674513406,0.0038071846860075562,0.006789709274386843,0.022541232424347614,0.007875761574980386,student_t,24,,,,,,0.35,,
jitter_scan,,network_20_80Hz,20.8,0.01710390999220942,0.022961790362600123,0.004687055830760553,0.007407996277447624,0.026799823706971215,0.009695913714761795,student_t,24,,,,,,0.35,,
jitter_scan,,network_27_30Hz,27.3,0.013692668028649754,0.018672406527147863,0.0038114890217771963,0.0058080022567217025,0.021577333800577806,0.007884665771928052,student_t,24,,,,,,0.35,,
jitter_scan,,network_33_80Hz,33.8,0.00867131371717386,0.013770518709990957,0.0028108953610772244,0.0028565336363898606,0.01448609379795786,0.005814780080784,student_t,24,,,,,,0.35,,
jitter_scan,,network_7_83Hz,7.83,0.04500258568011648,0.024048203864692645,0.004908819058243618,0.034847919777110756,0.05515725158312221,0.010154665903005728,student_t,24,,,,,,0.35,,
jitter_scan,,network_10_00Hz,10.0,0.019072250725057208,0.016554275041168846,0.003379127242712889,0.012081993437844853,0.026062508012269562,0.0069902572872123534,student_t,24,,,,,,0.5,,
jitter_scan,,network_14_30Hz,14.3,0.013501274929288473,0.017352554402279823,0.0035420753349559592,0.006173933830954228,0.020828616027622718,0.0073273410983342455,student_t,24,,,,,,0.5,,
jitter_scan,,network_20_80Hz,20.8,0.00829397621999166,0.015913400723746602,0.0032483093204679755,0.0015743364232104545,0.015013616016772865,0.006719639796781206,student_t,24,,,,,,0.5,,
jitter_scan,,network_27_30Hz,27.3,0.00545017964511882,0.015461754982884155,0.003156117519666786,-0.001078746881316769,0.01197910617155441,0.006528926526435589,student_t,24,,,,,,0.5,,
jitter_scan,,network_33_80Hz,33.8,0.005191921001295582,0.019124240147884067,0.003903719173397023,-0.0028835373756909265,0.01326737937828209,0.008075458376986509,student_t,24,,,,,,0.5,,
jitter_scan,,network_7_83Hz,7.83,0.024177622672080522,0.02274676106109101,0.004643163158390187,0.014572507868059316,0.03378273747610173,0.009605114804021207,student_t,24,,,,,,0.5,,
jitter_scan,,network_10_00Hz,10.0,0.007758453903765185,0.019528151698292636,0.003986167273373476,-0.00048756136270220515,0.016004469170232575,0.00824601526646739,student_t,24,,,,,,0.75,,
jitter_scan,,network_14_30Hz,14.3,0.006988010390469726,0.023239914090366878,0.0047438275989596605,-0.002825344674634098,0.01680136545557355,0.009813355065103824,student_t,24,,,,,,0.75,,
jitter_scan,,network_20_80Hz,20.8,0.006860812704122937,0.012454862575966641,0.0025423381773003635,0.0016015854853916479,0.012120039922854226,0.005259227218731289,student_t,24,,,,,,0.75,,
jitter_scan,,network_27_30Hz,27.3,0.009260477872400816,0.013347660202648663,0.002724579729711928,0.003624255279338762,0.01489670046546287,0.005636222593062054,student_t,24,,,,,,0.75,,
jitter_scan,,network_33_80Hz,33.8,0.0020699320996135674,0.012554817753161236,0.002562741442406716,-0.0032315024887573764,0.007371366687984511,0.005301434588370944,student_t,24,,,,,,0.75,,
jitter_scan,,network_7_83Hz,7.83,0.01455298204523896,0.022864950151277097,0.004667288405400161,0.004897960365387331,0.024208003725090587,0.009655021679851628,student_t,24,,,,,,0.75,,
forcing_strength_scan,,network_10_00Hz,10.0,0.0,0.0,0.0,0.0,0.0,0.0,student_t,24,,,,,,,0.0,
forcing_strength_scan,,network_14_30Hz,14.3,0.0,0.0,0.0,0.0,0.0,0.0,student_t,24,,,,,,,0.0,
forcing_strength_scan,,network_20_80Hz,20.8,0.0,0.0,0.0,0.0,0.0,0.0,student_t,24,,,,,,,0.0,
forcing_strength_scan,,network_27_30Hz,27.3,0.0,0.0,0.0,0.0,0.0,0.0,student_t,24,,,,,,,0.0,
forcing_strength_scan,,network_33_80Hz,33.8,0.0,0.0,0.0,0.0,0.0,0.0,student_t,24,,,,,,,0.0,
forcing_strength_scan,,network_7_83Hz,7.83,0.0,0.0,0.0,0.0,0.0,0.0,student_t,24,,,,,,,0.0,
forcing_strength_scan,,network_10_00Hz,10.0,0.004006061941125991,0.019569816183447997,0.003994672000792343,-0.004257546694440976,0.012269670576692959,0.008263608635566968,student_t,24,,,,,,,0.03,
forcing_strength_scan,,network_14_30Hz,14.3,0.003391231282749143,0.020122960376516667,0.0041075820863924915,-0.0051059496606876385,0.011888412226185925,0.008497180943436782,student_t,24,,,,,,,0.03,
forcing_strength_scan,,network_20_80Hz,20.8,0.012965455478239199,0.02454486795542912,0.005010200191232596,0.002601066722922917,0.023329844233555483,0.010364388755316282,student_t,24,,,,,,,0.03,
forcing_strength_scan,,network_27_30Hz,27.3,0.007342969521448248,0.02228829013043172,0.00454957817155567,-0.00206854998733677,0.016754489030233265,0.009411519508785018,student_t,24,,,,,,,0.03,
forcing_strength_scan,,network_33_80Hz,33.8,0.012739217474210501,0.031401953111458276,0.006409896837489613,-0.000520664400663378,0.02599909934908438,0.01325988187487388,student_t,24,,,,,,,0.03,
forcing_strength_scan,,network_7_83Hz,7.83,0.0049369343031281,0.020158498383918613,0.00411483625177666,-0.0035752530247378797,0.013449121630994081,0.00851218732786598,student_t,24,,,,,,,0.03,
forcing_strength_scan,,network_10_00Hz,10.0,0.026507760530260948,0.027110175604836684,0.005533841422424851,0.015060137356909607,0.03795538370361229,0.01144762317335134,student_t,24,,,,,,,0.06,
forcing_strength_scan,,network_14_30Hz,14.3,0.024743528677681665,0.038311527920487046,0.007820307889298697,0.008565989246663786,0.04092106810869954,0.01617753943101788,student_t,24,,,,,,,0.06,
forcing_strength_scan,,network_20_80Hz,20.8,0.04114428439574148,0.047815246592048714,0.00976024633965597,0.020953676525647492,0.06133489226583547,0.020190607870093986,student_t,24,,,,,,,0.06,
forcing_strength_scan,,network_27_30Hz,27.3,0.04264747607696173,0.03493555208250258,0.007131189707046465,0.027895486218138074,0.05739946593578539,0.014751989858823656,student_t,24,,,,,,,0.06,
forcing_strength_scan,,network_33_80Hz,33.8,0.03674831432846734,0.05602083885051017,0.011435205845536171,0.013092788729390549,0.06040383992754413,0.023655525599076792,student_t,24,,,,,,,0.06,
forcing_strength_scan,,network_7_83Hz,7.83,0.027449754923545084,0.045640567330145924,0.009316341794166455,0.008177433569777591,0.04672207627731258,0.019272321353767493,student_t,24,,,,,,,0.06,
forcing_strength_scan,,network_10_00Hz,10.0,0.06694720005624401,0.039169860483848754,0.007995514290119639,0.050407218570773765,0.08348718154171425,0.016539981485470246,student_t,24,,,,,,,0.09,
forcing_strength_scan,,network_14_30Hz,14.3,0.06656205299837377,0.052258119511907467,0.010667143976796235,0.04449538442933852,0.08862872156740902,0.022066668569035247,student_t,24,,,,,,,0.09,
forcing_strength_scan,,network_20_80Hz,20.8,0.07905122945873645,0.06353239031188915,0.01296849486695582,0.05222385385652793,0.10587860506094497,0.026827375602208523,student_t,24,,,,,,,0.09,
forcing_strength_scan,,network_27_30Hz,27.3,0.07715264956521752,0.052884663644605506,0.010795036762333303,0.05482141461206332,0.0994838845183717,0.022331234953154193,student_t,24,,,,,,,0.09,
forcing_strength_scan,,network_33_80Hz,33.8,0.07229131515178161,0.061659554845048634,0.012586203928126954,0.04625476860957566,0.09832786169398755,0.026036546542205947,student_t,24,,,,,,,0.09,
forcing_strength_scan,,network_7_83Hz,7.83,0.05697310243191628,0.05788232511696066,0.011815180138536356,0.032531540119861056,0.0814146647439715,0.024441562312055222,student_t,24,,,,,,,0.09,
forcing_strength_scan,,network_10_00Hz,10.0,0.11356259543197156,0.05740784081637883,0.011718326436254119,0.08932139026823975,0.13780380059570338,0.02424120516373181,student_t,24,,,,,,,0.12,
forcing_strength_scan,,network_14_30Hz,14.3,0.11752323330739238,0.06503012638551257,0.013274218962767231,0.09006341922769509,0.14498304738708967,0.027459814079697283,student_t,24,,,,,,,0.12,
forcing_strength_scan,,network_20_80Hz,20.8,0.11768573421036162,0.07055883608505363,0.014402762104421539,0.08789135077199493,0.14748011764872831,0.029794383438366687,student_t,24,,,,,,,0.12,
forcing_strength_scan,,network_27_30Hz,27.3,0.1193330560230091,0.06202607209005706,0.012661018947477062,0.09314174282165091,0.1455243692243673,0.026191313201358195,student_t,24,,,,,,,0.12,
forcing_strength_scan,,network_33_80Hz,33.8,0.10674862559444113,0.06843886058839581,0.01397002391825362,0.07784942929820965,0.13564782189067262,0.02889919629623149,student_t,24,,,,,,,0.12,
forcing_strength_scan,,network_7_83Hz,7.83,0.09068877990712927,0.07012117398995499,0.014313424703359112,0.06107920496336543,0.12029835485089312,0.02960957494376384,student_t,24,,,,,,,0.12,
forcing_strength_scan,,network_10_00Hz,10.0,0.20231884013524878,0.07647875172189637,0.015611159823637208,0.17002469555861358,0.234612984711884,0.0322941445766352,student_t,24,,,,,,,0.18,
forcing_strength_scan,,network_14_30Hz,14.3,0.19243807437278684,0.07900011910590425,0.016125831785713488,0.15907924972493326,0.22579689902064043,0.0333588246478536,student_t,24,,,,,,,0.18,
forcing_strength_scan,,network_20_80Hz,20.8,0.2025598060199071,0.076376550567809,0.015590298100417406,0.170308817205777,0.23481079483403722,0.032250988814130105,student_t,24,,,,,,,0.18,
forcing_strength_scan,,network_27_30Hz,27.3,0.19726939667692292,0.06624458261096809,0.013522118801709936,0.16929676270877517,0.22524203064507067,0.027972633968147764,student_t,24,,,,,,,0.18,
forcing_strength_scan,,network_33_80Hz,33.8,0.19399228694934237,0.0779824215416536,0.015918095140306204,0.16106319829397348,0.22692137560471126,0.0329290886553689,student_t,24,,,,,,,0.18,
forcing_strength_scan,,network_7_83Hz,7.83,0.18624720017423688,0.08660485577332751,0.017678142157665187,0.14967717686171297,0.22281722348676078,0.03657002331252391,student_t,24,,,,,,,0.18,
forcing_strength_scan,,network_10_00Hz,10.0,0.2828988991444373,0.07963601873421877,0.016255634253796492,0.24927155763313258,0.316526240655742,0.033627341511304684,student_t,24,,,,,,,0.24,
forcing_strength_scan,,network_14_30Hz,14.3,0.26552980704134804,0.08555109517999195,0.017463044177271472,0.22940474780295136,0.30165486627974475,0.036125059238396685,student_t,24,,,,,,,0.24,
forcing_strength_scan,,network_20_80Hz,20.8,0.2824109614889801,0.07929207147099249,0.016185426312685564,0.24892885616936639,0.3158930668085938,0.033482105319613716,student_t,24,,,,,,,0.24,
forcing_strength_scan,,network_27_30Hz,27.3,0.27171877974652636,0.06550555944126714,0.013371266328888137,0.24405820789433194,0.29937935159872076,0.027660571852194418,student_t,24,,,,,,,0.24,
forcing_strength_scan,,network_33_80Hz,33.8,0.2606832564771623,0.081075744021217,0.016549516947373805,0.22644797229521846,0.2949185406591061,0.03423528418194384,student_t,24,,,,,,,0.24,
forcing_strength_scan,,network_7_83Hz,7.83,0.2696054947586209,0.08743766512738829,0.017848138655204,0.23268380689771873,0.30652718261952305,0.036921687860902164,student_t,24,,,,,,,0.24,
frequency_dispersion_scan,CLEAN_MATCHED,network_10_00Hz,10.0,0.0738996149679061,0.03903379371661145,0.00796773977756285,0.057417089439212136,0.09038214049660007,0.01648252552869397,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,CLEAN_MATCHED,network_14_30Hz,14.3,0.07651350943612649,0.03500192003876934,0.007144737009390207,0.0617334948472088,0.09129352402504418,0.014780014588917686,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,CLEAN_MATCHED,network_20_80Hz,20.8,0.07475162648812693,0.042396896546117016,0.008654230267962765,0.056848987181986874,0.09265426579426699,0.017902639306140056,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,CLEAN_MATCHED,network_27_30Hz,27.3,0.07858145034298754,0.03961346480800074,0.008086064643608351,0.06185415117964673,0.09530874950632834,0.016727299163340807,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,CLEAN_MATCHED,network_33_80Hz,33.8,0.0929591739487544,0.05614823022565591,0.011461209501097715,0.0692498556897015,0.1166684922078073,0.023709318259052897,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,CLEAN_MATCHED,network_7_83Hz,7.83,0.06452373594316974,0.025725553578061184,0.005251206634739997,0.05366078737433184,0.07538668451200763,0.010862948568837896,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,FAR_DETUNED,network_10_00Hz,10.0,-0.0026148191220109057,0.013280317851125463,0.002710833529769347,-0.008222605533947398,0.002992967289925587,0.005607786411936493,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,FAR_DETUNED,network_14_30Hz,14.3,-0.0006643340491560845,0.0048545818233932895,0.0009909373651586268,-0.0027142441710400777,0.0013855760727279087,0.002049910121883993,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,FAR_DETUNED,network_20_80Hz,20.8,0.0012967896480406877,0.012351765961676838,0.0025212936690321513,-0.003918903688504038,0.006512482984585413,0.005215693336544726,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,FAR_DETUNED,network_27_30Hz,27.3,-0.001068930626450799,0.004321672565286532,0.0008821577183614022,-0.0028938129041290173,0.0007559516512274194,0.0018248822776782184,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,FAR_DETUNED,network_33_80Hz,33.8,0.0023595556235039236,0.006355706253410284,0.0012973531063226163,-0.00032422375329114973,0.005043335000298996,0.0026837793767950733,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,FAR_DETUNED,network_7_83Hz,7.83,-0.0007090439196436593,0.003260830343094348,0.0006656142065304797,-0.0020859718135859727,0.0006678839742986539,0.0013769278939423132,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_10_00Hz,10.0,-0.00015826902110075333,0.019942416646591708,0.0040707287518445745,-0.008579213033555667,0.00826267499135416,0.008420944012454913,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_14_30Hz,14.3,-0.001993741001601009,0.018789014232408682,0.003835291469941018,-0.009927645889069756,0.005940163885867737,0.007933904887468746,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,0.007846698498601775,0.03388764263993442,0.006917286087801769,-0.006462798010375161,0.022156195007578712,0.014309496508976937,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,-0.004752369855981112,0.0198835400412206,0.0040587106150990395,-0.013148452458394317,0.0036437127464320936,0.008396082602413205,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,0.010661485086809688,0.027704453336926945,0.005655147856518146,-0.0010370795646215437,0.02236004973824092,0.011698564651431232,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,0.0065977485681079084,0.02009784527870126,0.004102455488518506,-0.0018888271996212944,0.015084324335837111,0.008486575767729203,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,-0.0014300107668932804,0.01482350791056675,0.0030258358815832133,-0.007689429191209426,0.004829407657422865,0.006259418424316146,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,-0.0032243370948274682,0.00656638971758588,0.001340358688361962,-0.005997080296198735,-0.0004515938934562015,0.0027727432013712667,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,0.0024286145454096575,0.018937248277149318,0.003865549617617972,-0.005567884089528205,0.01042511318034752,0.007996498634937862,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_27_30Hz,27.3,-0.0005251594023951145,0.006059680428587963,0.0012369270878641826,-0.003083938036238827,0.002033619231448598,0.0025587786338437126,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_33_80Hz,33.8,-0.0004130982972098222,0.008233119955491868,0.0016805785735067359,-0.0038896399532017197,0.0030634433587820756,0.0034765416559918976,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_7_83Hz,7.83,-0.0001990603746761984,0.004868539235258913,0.0009937864099253471,-0.0022548641946992924,0.0018567434453468955,0.002055803820023094,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_10_00Hz,10.0,0.012907739648122604,0.04063914145140855,0.008295430011728328,-0.004252664777337779,0.030068144073582985,0.017160404425460383,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_14_30Hz,14.3,0.001370356773608745,0.03492743215334331,0.007129532233447485,-0.013378204339840313,0.016118917887057802,0.014748561113449058,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_20_80Hz,20.8,-0.0076131398819027545,0.03880024652966802,0.007920067157656703,-0.023997047082619256,0.008770767318813748,0.016383907200716502,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_27_30Hz,27.3,0.00047992967265065206,0.041456529623233616,0.00846227867362481,-0.017025627507030124,0.017985486852331426,0.017505557179680775,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_33_80Hz,33.8,0.003733777241683995,0.0480427756030427,0.009806690504540585,-0.016552907703558103,0.024020462186926095,0.0202866849452421,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_7_83Hz,7.83,0.02743318083264819,0.02996592381033956,0.006116768583870748,0.014779680950451823,0.04008668071484456,0.012653499882196368,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,NEAR_DETUNED,network_10_00Hz,10.0,-0.002809727432047479,0.006222034888080326,0.0012700675531326533,-0.005437062341581642,-0.00018239252251331644,0.0026273349095341627,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,NEAR_DETUNED,network_14_30Hz,14.3,-0.001803034306668505,0.00945926018391204,0.0019308633995674888,-0.005797329572863387,0.002191260959526377,0.003994295266194882,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,NEAR_DETUNED,network_20_80Hz,20.8,0.00288940228522927,0.02135787767278701,0.0043596585239258035,-0.006129238499118119,0.011908043069576659,0.009018640784347389,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,NEAR_DETUNED,network_27_30Hz,27.3,-0.0022175049063109797,0.01780073617434684,0.0036335600560876715,-0.009734096569251408,0.005299086756629447,0.007516591662940427,student_t,24,,,,,,,,0.3
