mean_R,max_R,lock_fraction_R_ge_0_55,strong_lock_fraction_R_ge_0_70,stimulus_plv,network,network_frequency_hz,replicate,condition,detuning_hz,coupling_multiplier,forcing_multiplier,base_k_cycles_per_s,forcing_strength_cycles_per_s,effective_k_cycles_per_s,effective_forcing_cycles_per_s,duration_s,dt,burn_in_s,n_oscillators
0.13831490066054788,0.29390226262300867,0.0,0.0,,network_14_30Hz,14.3,11,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.13292462041899855,0.29848668053178296,0.0,0.0,0.0050040122657955865,network_14_30Hz,14.3,11,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.21594391949167926,0.41377984866140466,0.0,0.0,0.19975509392417795,network_14_30Hz,14.3,12,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1410218613825438,0.3002734721583412,0.0,0.0,0.009503178454557008,network_14_30Hz,14.3,12,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.15050190442480646,0.3636256643618298,0.0,0.0,0.021028550208301952,network_14_30Hz,14.3,12,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1343061149448908,0.266909565950995,0.0,0.0,0.007309946799114177,network_14_30Hz,14.3,12,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.20668000910379647,0.40998366051000923,0.0,0.0,0.13243215441546155,network_14_30Hz,14.3,12,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1454961105886664,0.297364211660538,0.0,0.0,0.0367923573440254,network_14_30Hz,14.3,12,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14010688028728197,0.30863704551888926,0.0,0.0,,network_14_30Hz,14.3,12,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.14948089716671098,0.34813006645078265,0.0,0.0,0.0017042323191220096,network_14_30Hz,14.3,12,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.17619218871142875,0.42263637249887015,0.0,0.0,0.1477869269235695,network_14_30Hz,14.3,13,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.12507760586757177,0.3411937780139281,0.0,0.0,0.009583610229182058,network_14_30Hz,14.3,13,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14566165261390215,0.394618302231393,0.0,0.0,0.02473670192707569,network_14_30Hz,14.3,13,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.11890767851304944,0.3052011291806811,0.0,0.0,0.006523647926948015,network_14_30Hz,14.3,13,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.17353559270365332,0.3307603887336368,0.0,0.0,0.10988743511025853,network_14_30Hz,14.3,13,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.12745715582240857,0.353613488247136,0.0,0.0,0.03510677145065151,network_14_30Hz,14.3,13,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1252128280607079,0.33361418459591946,0.0,0.0,,network_14_30Hz,14.3,13,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.1507632487191139,0.32894130552305473,0.0,0.0,0.020666961772212132,network_14_30Hz,14.3,13,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.21287820221523654,0.4106266787645148,0.0,0.0,0.1693187882644931,network_14_30Hz,14.3,14,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1646158379188533,0.36900973617437904,0.0,0.0,0.009934596783290929,network_14_30Hz,14.3,14,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1694462653593752,0.4108916596935292,0.0,0.0,0.03752127124913588,network_14_30Hz,14.3,14,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.157201482872851,0.3773524389681959,0.0,0.0,0.01017169654135959,network_14_30Hz,14.3,14,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.19478359814847496,0.4030637097729326,0.0,0.0,0.10443135051155135,network_14_30Hz,14.3,14,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.16698042328265364,0.38070302053681926,0.0,0.0,0.034674551633250957,network_14_30Hz,14.3,14,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.16509731921915793,0.3618017480714102,0.0,0.0,,network_14_30Hz,14.3,14,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.16029997800632703,0.3377205659618737,0.0,0.0,0.00920930107407409,network_14_30Hz,14.3,14,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.4040085976290511,0.5031985576755849,0.0,0.0,0.3991663960026518,network_14_30Hz,14.3,15,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.19990040846740842,0.42509691841660846,0.0,0.0,0.010199236183898376,network_14_30Hz,14.3,15,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.2019718059218149,0.3820984195801035,0.0,0.0,0.021536158668952324,network_14_30Hz,14.3,15,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.19436066557336729,0.39170472291714775,0.0,0.0,0.0045114880656843045,network_14_30Hz,14.3,15,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.2725377478326275,0.4485007219429293,0.0,0.0,0.14637163718895768,network_14_30Hz,14.3,15,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.20277611296391868,0.42974958383125583,0.0,0.0,0.03465207270279133,network_14_30Hz,14.3,15,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.19962757472241283,0.4213879441935903,0.0,0.0,,network_14_30Hz,14.3,15,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.2001738794331499,0.44846941105477967,0.0,0.0,0.0032337657447598644,network_14_30Hz,14.3,15,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1859950658906029,0.3357957071482428,0.0,0.0,0.13939338998340248,network_14_30Hz,14.3,16,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1641412172124546,0.34051669614242397,0.0,0.0,0.00983965369987105,network_14_30Hz,14.3,16,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1484566982720778,0.37319206672152205,0.0,0.0,0.03095149768046836,network_14_30Hz,14.3,16,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.15549398633435427,0.32537615171962203,0.0,0.0,0.007574709148786466,network_14_30Hz,14.3,16,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.20835478403829746,0.37312202637395886,0.0,0.0,0.1011616987341892,network_14_30Hz,14.3,16,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.16453003620412282,0.3656780710942831,0.0,0.0,0.037134455145556904,network_14_30Hz,14.3,16,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.16397212049629895,0.33228483668513414,0.0,0.0,,network_14_30Hz,14.3,16,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.1436949010910562,0.3335411318140658,0.0,0.0,0.009281614890069038,network_14_30Hz,14.3,16,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.2459355494965752,0.44978651836081657,0.0,0.0,0.22273382860663973,network_14_30Hz,14.3,17,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14790079807878326,0.3284898626671861,0.0,0.0,0.01008378332817917,network_14_30Hz,14.3,17,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14243871793951182,0.2762102527762423,0.0,0.0,0.001960685467895196,network_14_30Hz,14.3,17,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14659546461314868,0.27818853407460775,0.0,0.0,0.005031851098315396,network_14_30Hz,14.3,17,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.24223226405287313,0.4298984679057384,0.0,0.0,0.1860754713753184,network_14_30Hz,14.3,17,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14952946634784692,0.31274591899107385,0.0,0.0,0.03648974484336824,network_14_30Hz,14.3,17,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14742369856371076,0.3181878089615009,0.0,0.0,,network_14_30Hz,14.3,17,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.17068268037802256,0.30739977039479777,0.0,0.0,0.009989534477668524,network_14_30Hz,14.3,17,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.3612973512698753,0.517401336344829,0.0,0.0,0.35371792212828473,network_14_30Hz,14.3,18,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.16933027147587587,0.44518909220665304,0.0,0.0,0.010061107718190819,network_14_30Hz,14.3,18,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1692856035923334,0.3900098296684281,0.0,0.0,0.014400721665376632,network_14_30Hz,14.3,18,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1836415237035504,0.46749268891805557,0.0,0.0,0.006722293853643623,network_14_30Hz,14.3,18,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.2846634072616766,0.4980313373231366,0.0,0.0,0.20552537217131336,network_14_30Hz,14.3,18,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.170586099294918,0.46089048527962895,0.0,0.0,0.03734419476494277,network_14_30Hz,14.3,18,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.16907550899071594,0.4517133431619586,0.0,0.0,,network_14_30Hz,14.3,18,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.17947095184775289,0.3942147686813188,0.0,0.0,0.012181058587605818,network_14_30Hz,14.3,18,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.21740911110751074,0.4744270960842367,0.0,0.0,0.18941034221149286,network_14_30Hz,14.3,19,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.18023642911686288,0.3572817317372182,0.0,0.0,0.010055994834522543,network_14_30Hz,14.3,19,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.17998685618546068,0.3832045479089362,0.0,0.0,0.009829777594287024,network_14_30Hz,14.3,19,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.17511138250630318,0.34514900707479473,0.0,0.0,0.008483687839063838,network_14_30Hz,14.3,19,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.2269734139163186,0.4953821500272393,0.0,0.0,0.14336241492438245,network_14_30Hz,14.3,19,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.18272199343972467,0.37999537145969065,0.0,0.0,0.03895083299883316,network_14_30Hz,14.3,19,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1797140771113786,0.35188012903587595,0.0,0.0,,network_14_30Hz,14.3,19,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.18650616472242623,0.39688978833315136,0.0,0.0,0.011538273528874703,network_14_30Hz,14.3,19,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.41977323303534014,0.5561863880937118,0.0085,0.0,0.41150425659258266,network_14_30Hz,14.3,20,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.16109114022841936,0.3618258273128193,0.0,0.0,0.010710031177320719,network_14_30Hz,14.3,20,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.18628054079707906,0.3544144102977921,0.0,0.0,0.02550371469751659,network_14_30Hz,14.3,20,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.17990484953703054,0.36742408554800243,0.0,0.0,0.007563714216436116,network_14_30Hz,14.3,20,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.24237927669411574,0.4921933389514719,0.0,0.0,0.06873504090349547,network_14_30Hz,14.3,20,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.16616475773394598,0.3918033108495744,0.0,0.0,0.032248850228696065,network_14_30Hz,14.3,20,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.16898416889911477,0.3679435898091018,0.0,0.0,,network_14_30Hz,14.3,20,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.16149632195249355,0.39125154577229526,0.0,0.0,0.009207078706309752,network_14_30Hz,14.3,20,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.2287724009337813,0.4106566194808103,0.0,0.0,0.20455914854526497,network_14_30Hz,14.3,21,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1578305545650009,0.30765735780062553,0.0,0.0,0.010295674059599087,network_14_30Hz,14.3,21,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.18525159267716335,0.38434215179434394,0.0,0.0,0.014268182425022346,network_14_30Hz,14.3,21,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1636422170192197,0.31021571637117784,0.0,0.0,0.009469474279284476,network_14_30Hz,14.3,21,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.22011536396285372,0.39694972954665597,0.0,0.0,0.11776852664660273,network_14_30Hz,14.3,21,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.16462291234566512,0.35279284358030427,0.0,0.0,0.048266096636385494,network_14_30Hz,14.3,21,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.15634362302886376,0.29395282299367115,0.0,0.0,,network_14_30Hz,14.3,21,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.16658992499007247,0.3212636127527152,0.0,0.0,0.016684273377393095,network_14_30Hz,14.3,21,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.27539418409738897,0.5305404862956852,0.0,0.0,0.26793388381940897,network_14_30Hz,14.3,22,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.13993882721386464,0.3338017160262423,0.0,0.0,0.009299970238804151,network_14_30Hz,14.3,22,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1506801183402781,0.3899970914388315,0.0,0.0,0.017900257384424387,network_14_30Hz,14.3,22,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.15055603082481359,0.3146433282845569,0.0,0.0,0.005599620430441934,network_14_30Hz,14.3,22,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.18678899673853652,0.4175500742392027,0.0,0.0,0.08533756280509813,network_14_30Hz,14.3,22,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14804960683267598,0.33808987609945174,0.0,0.0,0.031108863226278146,network_14_30Hz,14.3,22,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14092450523405278,0.3304983975403088,0.0,0.0,,network_14_30Hz,14.3,22,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.1344228023597647,0.319454049498528,0.0,0.0,0.006633422311311201,network_14_30Hz,14.3,22,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.2103926597644059,0.4138903174808909,0.0,0.0,0.19346248289962686,network_14_30Hz,14.3,23,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14628463035909767,0.34804725290116734,0.0,0.0,0.009928032965154604,network_14_30Hz,14.3,23,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1488153635484727,0.3382358388822709,0.0,0.0,0.013743677473813212,network_14_30Hz,14.3,23,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.140479112278412,0.32738299654854924,0.0,0.0,0.010231503880107724,network_14_30Hz,14.3,23,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.16665178402446323,0.32830515499260343,0.0,0.0,0.08371614286470307,network_14_30Hz,14.3,23,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14890433956867347,0.3603136849741795,0.0,0.0,0.041265793505142305,network_14_30Hz,14.3,23,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14614616498686564,0.342569672614858,0.0,0.0,,network_14_30Hz,14.3,23,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.15893507161940754,0.37245727593140987,0.0,0.0,0.013037901443965974,network_14_30Hz,14.3,23,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.17512307304173264,0.3384136655047884,0.0,0.0,0.14936962118883493,network_20_80Hz,20.8,0,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1461185101305039,0.3282027738987664,0.0,0.0,0.010062905688690255,network_20_80Hz,20.8,0,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14533125138605815,0.31772759998370637,0.0,0.0,0.009793116570048286,network_20_80Hz,20.8,0,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1317630835197384,0.2886840975513276,0.0,0.0,0.012126878916596775,network_20_80Hz,20.8,0,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1779927275053612,0.4040363895904759,0.0,0.0,0.07284740769068358,network_20_80Hz,20.8,0,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14802870172866167,0.3134597850238262,0.0,0.0,0.03290077175398949,network_20_80Hz,20.8,0,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1462499138830377,0.3294640956182824,0.0,0.0,,network_20_80Hz,20.8,0,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.13831705321366547,0.3290497229416749,0.0,0.0,0.003912527819231385,network_20_80Hz,20.8,0,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.3647467350043744,0.5661644969974754,0.02,0.0,0.35826353291814544,network_20_80Hz,20.8,1,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14961305164052413,0.36556480776933814,0.0,0.0,0.01080309022393591,network_20_80Hz,20.8,1,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.15413605876704872,0.36205988643965137,0.0,0.0,0.012262935738380056,network_20_80Hz,20.8,1,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14545023210171978,0.3842771609468628,0.0,0.0,0.006701283228345707,network_20_80Hz,20.8,1,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.24380279020638507,0.47351246169506706,0.0,0.0,0.10504219602337306,network_20_80Hz,20.8,1,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.15140281561356222,0.39413179175403523,0.0,0.0,0.03708226514060331,network_20_80Hz,20.8,1,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.14927690771812632,0.36272680846813393,0.0,0.0,,network_20_80Hz,20.8,1,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.1870553556473469,0.418648379181417,0.0,0.0,0.0005966093164121319,network_20_80Hz,20.8,1,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.23397207133980913,0.49329630008868386,0.0,0.0,0.20281617448115147,network_20_80Hz,20.8,2,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1914793272266504,0.3607119586472086,0.0,0.0,0.009567594620012942,network_20_80Hz,20.8,2,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.20486121611010547,0.4497109111400875,0.0,0.0,0.011458253929199571,network_20_80Hz,20.8,2,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.2003222628126401,0.418814781136182,0.0,0.0,0.005347601951123739,network_20_80Hz,20.8,2,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.24699050866475614,0.4521207924674066,0.0,0.0,0.15568666113025886,network_20_80Hz,20.8,2,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1966260866751014,0.3772646669899,0.0,0.0,0.029451891782418384,network_20_80Hz,20.8,2,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.19223370617439933,0.3820311423797528,0.0,0.0,,network_20_80Hz,20.8,2,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.1921307831087425,0.4046637526040744,0.0,0.0,0.007109343419430272,network_20_80Hz,20.8,2,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.3149509709589421,0.47322379421587674,0.0,0.0,0.30547423570007093,network_20_80Hz,20.8,3,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.15277592766677323,0.28413593042862206,0.0,0.0,0.00950380420435296,network_20_80Hz,20.8,3,FAR_DETUNED,6.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.15296291077153842,0.3326140793568104,0.0,0.0,0.015195501117342134,network_20_80Hz,20.8,3,HIGH_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.16130236079546073,0.31807583508689075,0.0,0.0,0.007805039176661175,network_20_80Hz,20.8,3,INDEPENDENT_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.21707378967508406,0.4127254608807401,0.0,0.0,0.0976915233293137,network_20_80Hz,20.8,3,LOW_JITTER_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.15399175272614063,0.3084943342627346,0.0,0.0,0.03356900878529434,network_20_80Hz,20.8,3,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.1527525801627014,0.2802173318979811,0.0,0.0,,network_20_80Hz,20.8,3,NO_STIMULUS,0.0,1.0,1.0,0.72,0.12,0.72,0.0,12.0,0.005,2.0,96
0.17385902737767694,0.3899017491338244,0.0,0.0,0.017713197343845966,network_20_80Hz,20.8,3,SHARED_IRREGULAR_FORCING,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
0.21659249854987497,0.41822663005835303,0.0,0.0,0.1799189885712032,network_20_80Hz,20.8,4,CLEAN_MATCHED,0.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96
