analysis,mean_R,max_R,lock_fraction_R_ge_0_55,strong_lock_fraction_R_ge_0_70,stimulus_plv,network,network_frequency_hz,replicate,condition,detuning_hz,coupling_multiplier,forcing_multiplier,base_k_cycles_per_s,forcing_strength_cycles_per_s,effective_k_cycles_per_s,effective_forcing_cycles_per_s,duration_s,dt,burn_in_s,n_oscillators,base_mean_R,base_max_R,base_lock_fraction_R_ge_0_55,base_strong_lock_fraction_R_ge_0_70,delta_mean_R,delta_max_R,delta_lock_fraction_R_ge_0_55,delta_strong_lock_fraction_R_ge_0_70,stimulated_mean_R,coupling_strength_K_cycles_per_s,jitter_level
condition_comparison,0.16063966817835965,0.3381627703619452,0.0,0.0,0.0383846941071915,network_20_80Hz,20.8,7,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.15863053100031177,0.2927482193314762,0.0,0.0,0.002009137178047876,0.045414551030468986,0.0,0.0,,,
condition_comparison,0.16003726287441858,0.3432936144377454,0.0,0.0,0.03343554041809223,network_20_80Hz,20.8,8,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.16098422086839093,0.33832857502642005,0.0,0.0,-0.0009469579939723471,0.004965039411325367,0.0,0.0,,,
condition_comparison,0.20218690146616652,0.3965932667569533,0.0,0.0,0.038683616043848554,network_20_80Hz,20.8,9,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.18793244235459464,0.3395419061902709,0.0,0.0,0.014254459111571888,0.05705136056668236,0.0,0.0,,,
condition_comparison,0.1534094967659483,0.33763411362523493,0.0,0.0,0.028765590514548585,network_20_80Hz,20.8,10,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.16040967780677556,0.3591544255344762,0.0,0.0,-0.0070001810408272525,-0.021520311909241252,0.0,0.0,,,
condition_comparison,0.1779368849080133,0.376876191799978,0.0,0.0,0.03690468770762805,network_20_80Hz,20.8,11,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.16988237129282532,0.39021992073517364,0.0,0.0,0.00805451361518797,-0.013343728935195642,0.0,0.0,,,
condition_comparison,0.16036300634543488,0.36120583520436667,0.0,0.0,0.03895739719036069,network_20_80Hz,20.8,12,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.15637934993924174,0.3779703047969974,0.0,0.0,0.003983656406193137,-0.016764469592630726,0.0,0.0,,,
condition_comparison,0.17408944209876231,0.4565497372199989,0.0,0.0,0.03432048923198475,network_20_80Hz,20.8,13,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.17692523483486408,0.4440187554212594,0.0,0.0,-0.0028357927361017665,0.012530981798739516,0.0,0.0,,,
condition_comparison,0.14243923646519935,0.3645814601181945,0.0,0.0,0.034375668070932466,network_20_80Hz,20.8,14,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1426024018628022,0.3537804075020628,0.0,0.0,-0.0001631653976028602,0.010801052616131679,0.0,0.0,,,
condition_comparison,0.15505072379179907,0.32844146044373557,0.0,0.0,0.038666123505928976,network_20_80Hz,20.8,15,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.15522663620413796,0.3157227371194312,0.0,0.0,-0.00017591241233888555,0.012718723324304348,0.0,0.0,,,
condition_comparison,0.16336280216344778,0.39154508271711974,0.0,0.0,0.034629479350928465,network_20_80Hz,20.8,16,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.14032894335339166,0.28258240140919105,0.0,0.0,0.023033858810056124,0.10896268130792869,0.0,0.0,,,
condition_comparison,0.1649594375270113,0.417508667326394,0.0,0.0,0.04009038287128123,network_20_80Hz,20.8,17,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.14969139067673987,0.4048846915344362,0.0,0.0,0.015268046850271444,0.012623975791957842,0.0,0.0,,,
condition_comparison,0.1257510877015233,0.3218504322037987,0.0,0.0,0.040058974716638274,network_20_80Hz,20.8,18,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.11857022603892034,0.2738340000976624,0.0,0.0,0.007180861662602955,0.04801643210613632,0.0,0.0,,,
condition_comparison,0.15262183417960062,0.31492127043933854,0.0,0.0,0.034058948904367746,network_20_80Hz,20.8,19,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.15261799231801987,0.28999522382772625,0.0,0.0,3.841861580755612e-06,0.024926046611612296,0.0,0.0,,,
condition_comparison,0.16792142069949664,0.40026364190291136,0.0,0.0,0.03156389394466603,network_20_80Hz,20.8,20,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.16573893934302253,0.42406251653461285,0.0,0.0,0.002182481356474114,-0.023798874631701494,0.0,0.0,,,
condition_comparison,0.11684752319436223,0.28907066298376294,0.0,0.0,0.03239250469309216,network_20_80Hz,20.8,21,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.109194658186447,0.2833765232267464,0.0,0.0,0.007652865007915233,0.0056941397570165475,0.0,0.0,,,
condition_comparison,0.17240659086295507,0.35815456724152206,0.0,0.0,0.03534577338256531,network_20_80Hz,20.8,22,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1659632614355456,0.32133492008525694,0.0,0.0,0.006443329427409467,0.03681964715626512,0.0,0.0,,,
condition_comparison,0.17869802280193858,0.48997636534005923,0.0,0.0,0.03400054585246241,network_20_80Hz,20.8,23,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.17662760885384296,0.47326926334342423,0.0,0.0,0.002070413948095623,0.016707101996635,0.0,0.0,,,
condition_comparison,0.2349325570164685,0.4500150253508074,0.0,0.0,0.03261235763653936,network_27_30Hz,27.3,0,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.23078981876643445,0.42897901917711295,0.0,0.0,0.004142738250034056,0.021036006173694444,0.0,0.0,,,
condition_comparison,0.15988032391982504,0.3071980845413982,0.0,0.0,0.03504583372984929,network_27_30Hz,27.3,1,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1601756234384141,0.28661641727936193,0.0,0.0,-0.00029529951858905945,0.020581667262036252,0.0,0.0,,,
condition_comparison,0.1639297031277961,0.4467986805202121,0.0,0.0,0.04397313794549573,network_27_30Hz,27.3,2,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.16106991527095732,0.42098099697524827,0.0,0.0,0.002859787856838769,0.025817683544963832,0.0,0.0,,,
condition_comparison,0.14349786485138394,0.31802501756112017,0.0,0.0,0.044947608296585895,network_27_30Hz,27.3,3,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.13226072118436594,0.2857171985763853,0.0,0.0,0.011237143667018001,0.03230781898473489,0.0,0.0,,,
condition_comparison,0.14642664648832393,0.320966447952986,0.0,0.0,0.036066783685856606,network_27_30Hz,27.3,4,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.14402092892318888,0.30220249167481866,0.0,0.0,0.0024057175651350515,0.01876395627816735,0.0,0.0,,,
condition_comparison,0.1618738327152971,0.45743075009699297,0.0,0.0,0.03579934914450629,network_27_30Hz,27.3,5,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.161048783632239,0.45595526865216873,0.0,0.0,0.0008250490830580826,0.0014754814448242337,0.0,0.0,,,
condition_comparison,0.20806659502478134,0.41229680251970513,0.0,0.0,0.03248402897468765,network_27_30Hz,27.3,6,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.19593346112087262,0.43045363461142305,0.0,0.0,0.012133133903908716,-0.018156832091717923,0.0,0.0,,,
condition_comparison,0.17178650909694826,0.39179289182522414,0.0,0.0,0.03858520871228427,network_27_30Hz,27.3,7,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.16106099554656791,0.33677239532436387,0.0,0.0,0.010725513550380344,0.05502049650086027,0.0,0.0,,,
condition_comparison,0.1910861680351475,0.38527822624014285,0.0,0.0,0.03087756820870894,network_27_30Hz,27.3,8,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.18896349626437028,0.3684741966880697,0.0,0.0,0.0021226717707772125,0.016804029552073163,0.0,0.0,,,
condition_comparison,0.17760680002780602,0.3899159698265633,0.0,0.0,0.034347000370099696,network_27_30Hz,27.3,9,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1697076542322635,0.3049235692799257,0.0,0.0,0.007899145795542517,0.08499240054663759,0.0,0.0,,,
condition_comparison,0.23105350566995825,0.4224119468217863,0.0,0.0,0.03515830382847883,network_27_30Hz,27.3,10,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.23859369388388238,0.437977179367958,0.0,0.0,-0.007540188213924132,-0.015565232546171703,0.0,0.0,,,
condition_comparison,0.14184904244451046,0.36953818167891617,0.0,0.0,0.03638279559609345,network_27_30Hz,27.3,11,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1413003944153404,0.3401967204844942,0.0,0.0,0.0005486480291700679,0.02934146119442199,0.0,0.0,,,
condition_comparison,0.14365475330680955,0.355560001503048,0.0,0.0,0.03578568430880372,network_27_30Hz,27.3,12,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1420441418052108,0.36121616128573786,0.0,0.0,0.0016106115015987466,-0.005656159782689851,0.0,0.0,,,
condition_comparison,0.17748187736481916,0.36524530472264216,0.0,0.0,0.03843007057784807,network_27_30Hz,27.3,13,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.17487998497913895,0.36712301592207564,0.0,0.0,0.0026018923856802045,-0.0018777111994334739,0.0,0.0,,,
condition_comparison,0.13534659273292485,0.45280458105750043,0.0,0.0,0.03844727530063902,network_27_30Hz,27.3,14,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.12920572929485447,0.4345509189980866,0.0,0.0,0.006140863438070382,0.01825366205941381,0.0,0.0,,,
condition_comparison,0.1407639796414616,0.41559471384538516,0.0,0.0,0.04178618282511862,network_27_30Hz,27.3,15,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.13775979532522473,0.39734546859727726,0.0,0.0,0.003004184316236863,0.018249245248107893,0.0,0.0,,,
condition_comparison,0.20717072210267934,0.4026168016053311,0.0,0.0,0.04334770884953583,network_27_30Hz,27.3,16,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.20630205013461317,0.40048379812901297,0.0,0.0,0.0008686719680661703,0.0021330034763181183,0.0,0.0,,,
condition_comparison,0.1727190283416946,0.4330224707134969,0.0,0.0,0.04062139866712869,network_27_30Hz,27.3,17,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1683547338128596,0.422078177771626,0.0,0.0,0.004364294528835022,0.010944292941870937,0.0,0.0,,,
condition_comparison,0.16720034882106605,0.36508492031206297,0.0,0.0,0.04101043993154235,network_27_30Hz,27.3,18,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.16595197586862934,0.3482710230001052,0.0,0.0,0.0012483729524367104,0.01681389731195776,0.0,0.0,,,
condition_comparison,0.14398047395202496,0.33257555640357195,0.0,0.0,0.030028122304337226,network_27_30Hz,27.3,19,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.13887925356296182,0.33918358525221315,0.0,0.0,0.0051012203890631325,-0.006608028848641201,0.0,0.0,,,
condition_comparison,0.15550134768838952,0.3515517536528631,0.0,0.0,0.03873634429979267,network_27_30Hz,27.3,20,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.15057771639515624,0.34625131645476565,0.0,0.0,0.004923631293233283,0.005300437198097474,0.0,0.0,,,
condition_comparison,0.16331372044670453,0.30567389574477477,0.0,0.0,0.03956092389145563,network_27_30Hz,27.3,21,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1657222810794251,0.3032377982145647,0.0,0.0,-0.0024085606327205744,0.0024360975302100685,0.0,0.0,,,
condition_comparison,0.120496452779475,0.28120290390887936,0.0,0.0,0.034366761970102605,network_27_30Hz,27.3,22,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.11343605820168284,0.2806278684714423,0.0,0.0,0.007060394577792159,0.0005750354374370881,0.0,0.0,,,
condition_comparison,0.14799911873130153,0.3278130865875339,0.0,0.0,0.03566726412590081,network_27_30Hz,27.3,23,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1463146016687727,0.2931645518054833,0.0,0.0,0.0016845170625288397,0.0346485347820506,0.0,0.0,,,
condition_comparison,0.1516165666289664,0.3756762496798325,0.0,0.0,0.028084564921701444,network_33_80Hz,33.8,0,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.15691380032274896,0.371629291825209,0.0,0.0,-0.0052972336937825715,0.004046957854623501,0.0,0.0,,,
condition_comparison,0.1534066008142144,0.35725383079864015,0.0,0.0,0.03723886884794185,network_33_80Hz,33.8,1,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.15485226703122346,0.32525235924888013,0.0,0.0,-0.0014456662170090617,0.03200147154976002,0.0,0.0,,,
condition_comparison,0.13187530912401396,0.3027602425157489,0.0,0.0,0.042110304362451875,network_33_80Hz,33.8,2,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1250884830725959,0.2767672439965637,0.0,0.0,0.00678682605141806,0.025992998519185184,0.0,0.0,,,
condition_comparison,0.1503714216507387,0.36345236076824594,0.0,0.0,0.03961400358886978,network_33_80Hz,33.8,3,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.15003687335552804,0.33306329507957966,0.0,0.0,0.00033454829521065155,0.030389065688666284,0.0,0.0,,,
condition_comparison,0.11902329313902588,0.2871926237459739,0.0,0.0,0.0343105175633298,network_33_80Hz,33.8,4,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.11629677069533363,0.26576297701838275,0.0,0.0,0.0027265224436922447,0.021429646727591123,0.0,0.0,,,
condition_comparison,0.1593487656518403,0.3802884768999756,0.0,0.0,0.039943228921627424,network_33_80Hz,33.8,5,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1561349241344886,0.32740733303784253,0.0,0.0,0.003213841517351712,0.05288114386213305,0.0,0.0,,,
condition_comparison,0.17692662296181758,0.39215978742801577,0.0,0.0,0.03900568070678456,network_33_80Hz,33.8,6,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.175670457629644,0.40666679520924176,0.0,0.0,0.00125616533217357,-0.014507007781225989,0.0,0.0,,,
condition_comparison,0.1721377869943245,0.34415547272790226,0.0,0.0,0.03577004969468017,network_33_80Hz,33.8,7,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.17601803229566795,0.37157634410937596,0.0,0.0,-0.0038802453013434546,-0.0274208713814737,0.0,0.0,,,
condition_comparison,0.1325769004107307,0.3235297806475861,0.0,0.0,0.040216669666052904,network_33_80Hz,33.8,8,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1293234020760648,0.29226956444142166,0.0,0.0,0.0032534983346658997,0.031260216206164426,0.0,0.0,,,
condition_comparison,0.1361622137301434,0.38441226904585546,0.0,0.0,0.03789071896686414,network_33_80Hz,33.8,9,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1334896749844018,0.38133841930834933,0.0,0.0,0.0026725387457415817,0.003073849737506129,0.0,0.0,,,
condition_comparison,0.20548924075156477,0.3615999735904221,0.0,0.0,0.041421466206620045,network_33_80Hz,33.8,10,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.21030598804047498,0.3968032886747724,0.0,0.0,-0.004816747288910211,-0.03520331508435026,0.0,0.0,,,
condition_comparison,0.20499451507096395,0.4061829407646255,0.0,0.0,0.04130655355743683,network_33_80Hz,33.8,11,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.20338104343125132,0.37550078046497987,0.0,0.0,0.0016134716397126214,0.030682160299645655,0.0,0.0,,,
condition_comparison,0.13678977000688236,0.34547578518990774,0.0,0.0,0.03960191287360197,network_33_80Hz,33.8,12,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.12795210563308476,0.3430173014009655,0.0,0.0,0.008837664373797599,0.002458483788942256,0.0,0.0,,,
condition_comparison,0.16159748038933938,0.38157715264497705,0.0,0.0,0.03818746395638735,network_33_80Hz,33.8,13,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.16465166957259722,0.4000002984597235,0.0,0.0,-0.0030541891832578383,-0.018423145814746467,0.0,0.0,,,
condition_comparison,0.14164805291955956,0.3168676447118842,0.0,0.0,0.03604510131612848,network_33_80Hz,33.8,14,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.13738903471546834,0.3134146429100192,0.0,0.0,0.0042590182040912195,0.00345300180186503,0.0,0.0,,,
condition_comparison,0.18833226891815533,0.4259665075494339,0.0,0.0,0.03119802696670103,network_33_80Hz,33.8,15,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.18503522964746882,0.4324144108632775,0.0,0.0,0.0032970392706865026,-0.006447903313843595,0.0,0.0,,,
condition_comparison,0.12151557169947172,0.2965107769370998,0.0,0.0,0.0313244059332381,network_33_80Hz,33.8,16,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.11707516774776666,0.2712233526155223,0.0,0.0,0.0044404039517050575,0.025287424321577545,0.0,0.0,,,
condition_comparison,0.14090959501642833,0.3122940755787379,0.0,0.0,0.03156134950093324,network_33_80Hz,33.8,17,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1350419480768043,0.2858309345738566,0.0,0.0,0.005867646939624022,0.026463141004881285,0.0,0.0,,,
condition_comparison,0.16350851617089399,0.42768563953361877,0.0,0.0,0.035201968460263675,network_33_80Hz,33.8,18,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1695942922513354,0.3878284132329282,0.0,0.0,-0.0060857760804414185,0.03985722630069055,0.0,0.0,,,
condition_comparison,0.12844041968991585,0.32277890443139146,0.0,0.0,0.03681639254867246,network_33_80Hz,33.8,19,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.12499841331714982,0.2943503073990343,0.0,0.0,0.003442006372766024,0.028428597032357172,0.0,0.0,,,
condition_comparison,0.21796195299108667,0.4995571579085088,0.0,0.0,0.035470734341630276,network_33_80Hz,33.8,20,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.19672191415331589,0.465524936900214,0.0,0.0,0.021240038837770786,0.03403222100829478,0.0,0.0,,,
condition_comparison,0.1636410372680011,0.35642536320846785,0.0,0.0,0.03941745441967875,network_33_80Hz,33.8,21,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1523505101520016,0.30975657640489584,0.0,0.0,0.01129052711599951,0.046668786803572004,0.0,0.0,,,
condition_comparison,0.22185768102582454,0.45845615184983823,0.0,0.0,0.03520385954126812,network_33_80Hz,33.8,22,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.21619171921030592,0.4419766664916984,0.0,0.0,0.005665961815518622,0.01647948535813981,0.0,0.0,,,
condition_comparison,0.12662809241319625,0.3176587393732301,0.0,0.0,0.0349624369708997,network_33_80Hz,33.8,23,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.12158490263486042,0.3210367979332769,0.0,0.0,0.00504318977833583,-0.003378058560046804,0.0,0.0,,,
condition_comparison,0.15191396442663685,0.44062963255121756,0.0,0.0,0.038895472793947436,network_7_83Hz,7.83,0,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.14517725854545596,0.4551906430337979,0.0,0.0,0.006736705881180888,-0.01456101048258035,0.0,0.0,,,
condition_comparison,0.14477387805895867,0.34363018420956915,0.0,0.0,0.037259485595600925,network_7_83Hz,7.83,1,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.14342588171703174,0.34148852796263907,0.0,0.0,0.0013479963419269214,0.0021416562469300793,0.0,0.0,,,
condition_comparison,0.12702547651947937,0.27971173285438394,0.0,0.0,0.04078400766291565,network_7_83Hz,7.83,2,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.12077236669510107,0.2601315740539093,0.0,0.0,0.006253109824378308,0.019580158800474645,0.0,0.0,,,
condition_comparison,0.1625300308353318,0.36091810366167365,0.0,0.0,0.03077218567080782,network_7_83Hz,7.83,3,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.16927995884872687,0.32563711070889834,0.0,0.0,-0.006749928013395079,0.035280992952775314,0.0,0.0,,,
condition_comparison,0.16865231015976667,0.35894667667885394,0.0,0.0,0.03544426202769538,network_7_83Hz,7.83,4,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.15883838249684465,0.31938100260298996,0.0,0.0,0.009813927662922023,0.03956567407586398,0.0,0.0,,,
condition_comparison,0.1765727135643553,0.4342655287821475,0.0,0.0,0.044716270084785056,network_7_83Hz,7.83,5,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.17594583864463129,0.3956989840883533,0.0,0.0,0.0006268749197240187,0.038566544693794225,0.0,0.0,,,
condition_comparison,0.1451325940913325,0.43378480414880527,0.0,0.0,0.042934716262176015,network_7_83Hz,7.83,6,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.13762342547677486,0.41428476215041354,0.0,0.0,0.0075091686145576375,0.019500041998391726,0.0,0.0,,,
condition_comparison,0.17088646402270075,0.3548607285238963,0.0,0.0,0.03830598134743864,network_7_83Hz,7.83,7,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1710627961782353,0.3415799565569609,0.0,0.0,-0.00017633215553455872,0.01328077196693539,0.0,0.0,,,
condition_comparison,0.13165816300633243,0.30899520573754446,0.0,0.0,0.03576912591396704,network_7_83Hz,7.83,8,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.12278282121937088,0.2887283036454804,0.0,0.0,0.008875341786961546,0.020266902092064054,0.0,0.0,,,
condition_comparison,0.21520608045357137,0.4248396602504512,0.0,0.0,0.032320890098626376,network_7_83Hz,7.83,9,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.21538915366550124,0.42189136562677104,0.0,0.0,-0.00018307321192986836,0.002948294623680181,0.0,0.0,,,
condition_comparison,0.14195518498145315,0.2809578494509293,0.0,0.0,0.04147080723813208,network_7_83Hz,7.83,10,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.14022796317045053,0.26991305553395983,0.0,0.0,0.0017272218110026272,0.011044793916969442,0.0,0.0,,,
condition_comparison,0.14130260441932882,0.3525419477591407,0.0,0.0,0.04090082249946597,network_7_83Hz,7.83,11,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.13768843062229003,0.34583039772990326,0.0,0.0,0.0036141737970387944,0.006711550029237456,0.0,0.0,,,
condition_comparison,0.18670369345365853,0.40865036213321837,0.0,0.0,0.030480264624833126,network_7_83Hz,7.83,12,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1777800332096105,0.38537224116145763,0.0,0.0,0.008923660244048032,0.02327812097176074,0.0,0.0,,,
condition_comparison,0.20296664725112484,0.42284653376150416,0.0,0.0,0.03656439139493939,network_7_83Hz,7.83,13,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.18340447471042903,0.4139837787236081,0.0,0.0,0.01956217254069581,0.008862755037896075,0.0,0.0,,,
condition_comparison,0.20834013493992887,0.42471749554653365,0.0,0.0,0.03541473978038476,network_7_83Hz,7.83,14,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.1840656583673066,0.382269522367428,0.0,0.0,0.024274476572622272,0.04244797317910565,0.0,0.0,,,
condition_comparison,0.14924658634325885,0.4103165162303126,0.0,0.0,0.0345213237299295,network_7_83Hz,7.83,15,NEAR_DETUNED,2.0,1.0,1.0,0.72,0.12,0.72,0.12,12.0,0.005,2.0,96.0,0.14204432507674075,0.3630172610965067,0.0,0.0,0.007202261266518101,0.047299255133805895,0.0,0.0,,,
